horizon,requested_lead_days,origin_position,target_position,origin_date,target_date,actual_lead_days,origin_level_m,observed_level_m,physical_level_m,frozen_level_m,interval_weight
3m,90.0,44,52,2025-04-20 23:08:00,2025-07-19 04:55:00,89.24097222222223,1553.3,1553.31,1553.2657794011018,1553.3,1.4520547945205475
3m,90.0,45,53,2025-04-30 21:07:00,2025-07-29 02:54:00,89.24097222222223,1553.36,1553.31,1553.3311594048619,1553.36,1.4215028901734106
3m,90.0,46,54,2025-05-10 19:05:00,2025-08-08 00:52:00,89.24097222222223,1553.41,1553.24,1553.3708391654745,1553.41,1.452741020793951
3m,90.0,47,55,2025-05-20 17:04:00,2025-08-17 22:51:00,89.24097222222223,1553.21,1553.28,1553.1851214548722,1553.21,1.452741020793951
3m,90.0,48,56,2025-05-30 15:02:00,2025-08-27 20:49:00,89.24097222222223,1553.36,1553.44,1553.3475789344664,1553.36,1.5172754195459033
3m,90.0,49,57,2025-06-09 13:01:00,2025-09-06 18:48:00,89.24097222222223,1553.39,1553.31,1553.3304046045637,1553.39,1.483232810615199
3m,90.0,50,58,2025-06-19 10:59:00,2025-09-16 16:46:00,89.24097222222223,1553.49,1553.52,1553.4229216657407,1553.49,1.483232810615199
3m,90.0,51,59,2025-06-29 08:58:00,2025-09-26 14:45:00,89.24097222222223,1553.41,1553.64,1553.3746106637043,1553.41,1.624306472919419
3m,90.0,52,60,2025-07-09 06:57:00,2025-10-06 12:43:00,89.24027777777778,1553.49,1553.56,1553.580021468691,1553.49,1.5505674653215638
3m,90.0,53,61,2025-07-19 04:55:00,2025-10-16 10:42:00,89.24097222222223,1553.31,1553.73,1553.5459305842687,1553.31,1.4846655397247046
3m,90.0,54,62,2025-07-29 02:54:00,2025-10-26 08:40:00,89.24027777777778,1553.31,1553.57,1553.6290744616397,1553.31,1.358674033149171
3m,90.0,55,63,2025-08-08 00:52:00,2025-11-05 06:39:00,89.24097222222223,1553.24,1553.51,1553.5466160941162,1553.24,1.254437869822485
3m,90.0,56,64,2025-08-17 22:51:00,2025-11-15 04:37:00,89.24027777777778,1553.28,1553.47,1553.5595861687616,1553.28,1.204309500489716
3m,90.0,57,65,2025-08-27 20:49:00,2025-11-25 02:36:00,89.24097222222223,1553.44,1553.47,1553.7116602048197,1553.44,1.325
3m,90.0,58,66,2025-09-06 18:48:00,2025-12-05 00:34:00,89.24027777777778,1553.31,1553.28,1553.498301955842,1553.31,0.997889952929719
3m,90.0,59,67,2025-09-16 16:46:00,2025-12-14 22:33:00,89.24097222222223,1553.52,1553.61,1553.5742863940172,1553.52,0.997889952929719
3m,90.0,60,68,2025-09-26 14:45:00,2025-12-24 20:32:00,89.24097222222223,1553.64,1553.63,1553.5828133321816,1553.64,1.5521332996718
3m,90.0,61,69,2025-10-06 12:43:00,2026-01-03 18:30:00,89.24097222222223,1553.56,1553.58,1553.3623040533475,1553.56,1.5180246913580246
3m,90.0,62,70,2025-10-16 10:42:00,2026-01-13 16:29:00,89.24097222222223,1553.73,1553.56,1553.4065697976846,1553.73,1.4846655397247046
3m,90.0,63,71,2025-10-26 08:40:00,2026-01-23 14:27:00,89.24097222222223,1553.57,1553.34,1553.1453844849166,1553.57,1.5172754195459033
3m,90.0,64,72,2025-11-05 06:39:00,2026-02-02 12:26:00,89.24097222222223,1553.51,1553.14,1553.0801313351258,1553.51,1.5172754195459033
3m,90.0,65,73,2025-11-15 04:37:00,2026-02-12 10:24:00,89.24097222222223,1553.47,1552.95,1553.0373591297346,1553.47,1.303370786516854
3m,90.0,66,74,2025-11-25 02:36:00,2026-02-22 08:23:00,89.24097222222223,1553.47,1552.84,1553.028159971519,1553.47,0.8045014394137662
3m,90.0,67,75,2025-12-05 00:34:00,2026-03-04 06:21:00,89.24097222222223,1553.28,1552.8,1552.8586468727246,1553.28,0.8590191420986445
3m,90.0,68,76,2025-12-14 22:33:00,2026-03-14 04:20:00,89.24097222222223,1553.61,1552.76,1553.185530751117,1553.61,1.303370786516854
3m,90.0,69,77,2025-12-24 20:32:00,2026-04-03 00:17:00,99.15625,1553.63,1552.96,1553.1738638443117,1553.63,1.329009943795936
3m,90.0,70,77,2026-01-03 18:30:00,2026-04-03 00:17:00,89.24097222222223,1553.58,1552.96,1553.1783376004441,1553.58,1.329009943795936
3m,90.0,71,78,2026-01-13 16:29:00,2026-04-12 22:15:00,89.24027777777778,1553.56,1552.92,1553.1708532867242,1553.56,1.5180246913580246
3m,90.0,72,79,2026-01-23 14:27:00,2026-04-22 20:14:00,89.24097222222223,1553.34,1552.7,1552.9511046139248,1553.34,0.9634853471242751
3m,90.0,73,80,2026-02-02 12:26:00,2026-05-02 18:12:00,89.24027777777778,1553.14,1552.87,1552.7619584105328,1553.14,0.9771137952956132
3m,90.0,74,81,2026-02-12 10:24:00,2026-05-12 16:11:00,89.24097222222223,1552.95,1552.91,1552.5685248102664,1552.95,1.5521332996718
3m,90.0,75,82,2026-02-22 08:23:00,2026-05-22 14:09:00,89.24027777777778,1552.84,1552.94,1552.437066020434,1552.84,1.5869901910170363
3m,90.0,76,83,2026-03-04 06:21:00,2026-06-01 12:08:00,89.24097222222223,1552.8,1552.81,1552.4616846485033,1552.8,1.6625202812330995
3m,90.0,77,84,2026-03-14 04:20:00,2026-06-11 10:06:00,89.24027777777778,1552.76,1552.61,1552.563137857444,1552.76,1.1793592940725108
3m,90.0,78,86,2026-04-03 00:17:00,2026-07-01 06:04:00,89.24097222222223,1552.96,1552.77,1552.7441952914435,1552.96,1.4201894201894205
3m,90.0,79,87,2026-04-12 22:15:00,2026-07-11 04:02:00,89.24097222222223,1552.92,1552.72,1552.681605531815,1552.92,1.4846655397247046
3m,90.0,80,88,2026-04-22 20:14:00,2026-07-21 02:01:00,89.24097222222223,1552.7,1552.74,1552.4730654224088,1552.7,1.5505674653215638
3m,90.0,81,89,2026-05-02 18:12:00,2026-07-30 23:59:00,89.24097222222223,1552.87,1552.45,1552.6368622528948,1552.87,1.5505674653215638
3m,90.0,82,90,2026-05-12 16:11:00,2026-08-09 21:58:00,89.24097222222223,1552.91,1552.74,1552.6634556674467,1552.91,1.452741020793951
3m,90.0,83,91,2026-05-22 14:09:00,2026-08-19 19:56:00,89.24097222222223,1552.94,1552.68,1552.6852014494186,1552.94,1.5172754195459033
3m,90.0,84,92,2026-06-01 12:08:00,2026-08-29 17:55:00,89.24097222222223,1552.81,1552.77,1552.4601854412035,1552.81,1.4175697486741985
3m,90.0,85,92,2026-06-11 10:06:00,2026-08-29 17:55:00,79.32569444444445,1552.61,1552.77,1552.1644721058453,1552.61,1.4175697486741985
6m,180.0,0,17,2024-01-10 22:18:00,2024-07-07 09:51:00,178.48125,1553.9,1553.72,1553.8494236115298,1553.9,1.361080363072836
6m,180.0,1,18,2024-01-20 20:16:00,2024-07-17 07:50:00,178.48194444444445,1554.22,1553.67,1554.2232659097115,1554.22,0.7518649871591047
6m,180.0,2,19,2024-01-30 18:15:00,2024-07-27 05:48:00,178.48125,1554.2,1553.72,1554.2344681783227,1554.2,0.6726477024070019
6m,180.0,3,20,2024-02-09 16:13:00,2024-08-06 03:47:00,178.48194444444445,1554.11,1554.05,1554.1980259694253,1554.11,1.1031760272743585
6m,180.0,4,21,2024-02-19 14:12:00,2024-08-16 01:45:00,178.48125,1554.16,1553.9,1554.2792477814048,1554.16,1.4215028901734106
6m,180.0,5,22,2024-02-29 12:10:00,2024-08-25 23:44:00,178.48194444444445,1554.0,1554.0,1554.1425053320265,1554.0,1.3318890814558055
6m,180.0,6,23,2024-03-10 10:09:00,2024-09-04 21:42:00,178.48125,1553.76,1553.93,1553.9939801295418,1553.76,1.1813989239046885
6m,180.0,7,23,2024-03-20 08:07:00,2024-09-04 21:42:00,168.56597222222223,1553.68,1553.93,1553.9598408591723,1553.68,1.1813989239046885
6m,180.0,8,24,2024-03-30 06:06:00,2024-10-04 15:38:00,188.3972222222222,1553.6,1554.24,1554.1251391747578,1553.6,1.3503184713375795
6m,180.0,9,24,2024-04-09 04:04:00,2024-10-04 15:38:00,178.48194444444445,1553.48,1554.24,1554.044995411354,1553.48,1.3503184713375795
6m,180.0,10,25,2024-04-19 02:03:00,2024-10-14 13:36:00,178.48125,1553.51,1554.21,1554.1474628068768,1553.51,1.624306472919419
6m,180.0,11,26,2024-04-29 00:01:00,2024-10-24 11:35:00,178.48194444444445,1553.57,1553.87,1554.307117180435,1553.57,0.8634831460674157
6m,180.0,12,27,2024-05-08 22:00:00,2024-11-03 09:33:00,178.48125,1553.53,1553.76,1554.306130451667,1553.53,0.5929783950617283
6m,180.0,13,28,2024-05-18 19:58:00,2024-11-13 07:32:00,178.48194444444445,1553.87,1553.77,1554.642916671415,1553.87,0.4269444444444444
6m,180.0,14,29,2024-05-28 17:57:00,2024-11-23 05:30:00,178.48125,1553.72,1554.07,1554.5983288192201,1553.72,0.5556258472661545
6m,180.0,15,30,2024-06-07 15:55:00,2024-12-03 03:29:00,178.48194444444445,1553.6,1554.13,1554.411344684827,1553.6,1.624306472919419
6m,180.0,16,31,2024-06-17 13:54:00,2024-12-13 01:27:00,178.48125,1553.5,1554.23,1553.9651104926459,1553.5,1.624306472919419
6m,180.0,17,32,2024-06-27 11:53:00,2024-12-22 23:26:00,178.48125,1553.81,1553.87,1553.9723354500716,1553.81,1.5150320354854612
6m,180.0,18,33,2024-07-07 09:51:00,2025-01-01 21:25:00,178.48194444444445,1553.72,1553.94,1553.7793435958254,1553.72,1.1031760272743585
6m,180.0,19,34,2024-07-17 07:50:00,2025-01-11 19:23:00,178.48125,1553.67,1554.02,1553.6731638730348,1553.67,1.121897810218978
6m,180.0,20,35,2024-07-27 05:48:00,2025-01-21 17:22:00,178.48194444444445,1553.72,1553.99,1553.6759972257341,1553.72,1.452741020793951
6m,180.0,21,36,2024-08-06 03:47:00,2025-01-31 15:20:00,178.48125,1554.05,1553.86,1553.946062208203,1554.05,1.5505674653215638
6m,180.0,22,37,2024-08-16 01:45:00,2025-02-10 13:19:00,178.48194444444445,1553.9,1553.64,1553.7629073590267,1553.9,1.5869901910170363
6m,180.0,23,38,2024-08-25 23:44:00,2025-02-20 11:17:00,178.48125,1554.0,1553.62,1553.865726023372,1554.0,1.5180246913580246
6m,180.0,24,39,2024-09-04 21:42:00,2025-03-02 09:16:00,178.48194444444445,1553.93,1553.46,1553.690746780336,1553.93,1.0475379110581022
6m,180.0,25,41,2024-10-04 15:38:00,2025-04-01 03:11:00,178.48125,1554.24,1553.21,1553.6503954499108,1554.24,1.279766860949209
6m,180.0,26,42,2024-10-14 13:36:00,2025-04-11 01:10:00,178.48194444444445,1554.21,1553.43,1553.5766563261536,1554.21,1.4136583122556907
6m,180.0,27,43,2024-10-24 11:35:00,2025-04-20 23:08:00,178.48125,1553.87,1553.3,1553.1039688476442,1553.87,1.3815730337078653
6m,180.0,28,44,2024-11-03 09:33:00,2025-04-30 21:07:00,178.48194444444445,1553.76,1553.36,1552.9695332219521,1553.76,1.329009943795936
6m,180.0,29,45,2024-11-13 07:32:00,2025-05-10 19:05:00,178.48125,1553.77,1553.41,1552.9855969405248,1553.77,1.1166000726480205
6m,180.0,30,46,2024-11-23 05:30:00,2025-05-20 17:04:00,178.48194444444445,1554.07,1553.21,1553.1977214538904,1554.07,0.9291219585915067
6m,180.0,31,47,2024-12-03 03:29:00,2025-05-30 15:02:00,178.48125,1554.13,1553.36,1553.2793362619384,1554.13,1.2332998996990976
6m,180.0,32,48,2024-12-13 01:27:00,2025-06-09 13:01:00,178.48194444444445,1554.23,1553.39,1553.5114567014768,1554.23,1.5869901910170363
6m,180.0,33,49,2024-12-22 23:26:00,2025-06-19 10:59:00,178.48125,1553.87,1553.49,1553.3106056613706,1553.87,1.5521332996718
6m,180.0,34,50,2025-01-01 21:25:00,2025-06-29 08:58:00,178.48125,1553.94,1553.41,1553.4781153592028,1553.94,1.5521332996718
6m,180.0,35,51,2025-01-11 19:23:00,2025-07-09 06:57:00,178.48194444444445,1554.02,1553.49,1553.5736587012354,1554.02,1.5180246913580246
6m,180.0,36,52,2025-01-21 17:22:00,2025-07-19 04:55:00,178.48125,1553.99,1553.31,1553.5232385572094,1553.99,1.4520547945205475
6m,180.0,37,53,2025-01-31 15:20:00,2025-07-29 02:54:00,178.48194444444445,1553.86,1553.31,1553.4068089372622,1553.86,1.4215028901734106
6m,180.0,38,54,2025-02-10 13:19:00,2025-08-08 00:52:00,178.48125,1553.64,1553.24,1553.2041566317462,1553.64,1.452741020793951
6m,180.0,39,55,2025-02-20 11:17:00,2025-08-17 22:51:00,178.48194444444445,1553.62,1553.28,1553.1871646637094,1553.62,1.452741020793951
6m,180.0,40,56,2025-03-02 09:16:00,2025-08-27 20:49:00,178.48125,1553.46,1553.44,1553.048673834361,1553.46,1.5172754195459033
6m,180.0,41,57,2025-03-12 07:14:00,2025-09-06 18:48:00,178.48194444444445,1553.66,1553.31,1553.3271096981268,1553.66,1.483232810615199
6m,180.0,42,59,2025-04-01 03:11:00,2025-09-26 14:45:00,178.48194444444445,1553.21,1553.64,1553.1697249927743,1553.21,1.624306472919419
6m,180.0,43,60,2025-04-11 01:10:00,2025-10-06 12:43:00,178.48125,1553.43,1553.56,1553.511790094269,1553.43,1.5505674653215638
6m,180.0,44,61,2025-04-20 23:08:00,2025-10-16 10:42:00,178.48194444444445,1553.3,1553.73,1553.5017099853706,1553.3,1.4846655397247046
6m,180.0,45,62,2025-04-30 21:07:00,2025-10-26 08:40:00,178.48125,1553.36,1553.57,1553.6502338665016,1553.36,1.358674033149171
6m,180.0,46,63,2025-05-10 19:05:00,2025-11-05 06:39:00,178.48194444444445,1553.41,1553.51,1553.6774552595905,1553.41,1.254437869822485
6m,180.0,47,64,2025-05-20 17:04:00,2025-11-15 04:37:00,178.48125,1553.21,1553.47,1553.4647076236338,1553.21,1.204309500489716
6m,180.0,48,65,2025-05-30 15:02:00,2025-11-25 02:36:00,178.48194444444445,1553.36,1553.47,1553.6192391392863,1553.36,1.325
6m,180.0,49,66,2025-06-09 13:01:00,2025-12-05 00:34:00,178.48125,1553.39,1553.28,1553.5187065604057,1553.39,0.997889952929719
6m,180.0,50,67,2025-06-19 10:59:00,2025-12-14 22:33:00,178.48194444444445,1553.49,1553.61,1553.477208059758,1553.49,0.997889952929719
6m,180.0,51,68,2025-06-29 08:58:00,2025-12-24 20:32:00,178.48194444444445,1553.41,1553.63,1553.3174239958857,1553.41,1.5521332996718
6m,180.0,52,69,2025-07-09 06:57:00,2026-01-03 18:30:00,178.48125,1553.49,1553.58,1553.3823255220386,1553.49,1.5180246913580246
6m,180.0,53,70,2025-07-19 04:55:00,2026-01-13 16:29:00,178.48194444444445,1553.31,1553.56,1553.2225003819533,1553.31,1.4846655397247046
6m,180.0,54,71,2025-07-29 02:54:00,2026-01-23 14:27:00,178.48125,1553.31,1553.34,1553.2044589465563,1553.31,1.5172754195459033
6m,180.0,55,72,2025-08-08 00:52:00,2026-02-02 12:26:00,178.48194444444445,1553.24,1553.14,1553.1167474292417,1553.24,1.5172754195459033
6m,180.0,56,73,2025-08-17 22:51:00,2026-02-12 10:24:00,178.48125,1553.28,1552.95,1553.1269452984961,1553.28,1.303370786516854
6m,180.0,57,74,2025-08-27 20:49:00,2026-02-22 08:23:00,178.48194444444445,1553.44,1552.84,1553.269820176339,1553.44,0.8045014394137662
6m,180.0,58,75,2025-09-06 18:48:00,2026-03-04 06:21:00,178.48125,1553.31,1552.8,1553.0769488285666,1553.31,0.8590191420986445
6m,180.0,59,76,2025-09-16 16:46:00,2026-03-14 04:20:00,178.48194444444445,1553.52,1552.76,1553.1498171451346,1553.52,1.303370786516854
6m,180.0,60,77,2025-09-26 14:45:00,2026-04-03 00:17:00,188.3972222222222,1553.64,1552.96,1553.126677176493,1553.64,1.329009943795936
6m,180.0,61,77,2025-10-06 12:43:00,2026-04-03 00:17:00,178.48194444444445,1553.56,1552.96,1552.9606416537915,1553.56,1.329009943795936
6m,180.0,62,78,2025-10-16 10:42:00,2026-04-12 22:15:00,178.48125,1553.73,1552.92,1553.0174230844088,1553.73,1.5180246913580246
6m,180.0,63,79,2025-10-26 08:40:00,2026-04-22 20:14:00,178.48194444444445,1553.57,1552.7,1552.7564890988415,1553.57,0.9634853471242751
6m,180.0,64,80,2025-11-05 06:39:00,2026-05-02 18:12:00,178.48125,1553.51,1552.87,1552.7020897456584,1553.51,0.9771137952956132
6m,180.0,65,81,2025-11-15 04:37:00,2026-05-12 16:11:00,178.48194444444445,1553.47,1552.91,1552.6558839400009,1553.47,1.5521332996718
6m,180.0,66,82,2025-11-25 02:36:00,2026-05-22 14:09:00,178.48125,1553.47,1552.94,1552.6252259919531,1553.47,1.5869901910170363
6m,180.0,67,83,2025-12-05 00:34:00,2026-06-01 12:08:00,178.48194444444445,1553.28,1552.81,1552.5203315212282,1553.28,1.6625202812330995
6m,180.0,68,84,2025-12-14 22:33:00,2026-06-11 10:06:00,178.48125,1553.61,1552.61,1552.988668608561,1553.61,1.1793592940725108
6m,180.0,69,85,2025-12-24 20:32:00,2026-06-21 08:05:00,178.48125,1553.63,1552.65,1553.002240670658,1553.63,1.084685956245589
6m,180.0,70,86,2026-01-03 18:30:00,2026-07-01 06:04:00,178.48194444444445,1553.58,1552.77,1552.9625328918876,1553.58,1.4201894201894205
6m,180.0,71,87,2026-01-13 16:29:00,2026-07-11 04:02:00,178.48125,1553.56,1552.72,1552.932458818539,1553.56,1.4846655397247046
6m,180.0,72,88,2026-01-23 14:27:00,2026-07-21 02:01:00,178.48194444444445,1553.34,1552.74,1552.7241700363336,1553.34,1.5505674653215638
6m,180.0,73,89,2026-02-02 12:26:00,2026-07-30 23:59:00,178.48125,1553.14,1552.45,1552.5288206634277,1553.14,1.5505674653215638
6m,180.0,74,90,2026-02-12 10:24:00,2026-08-09 21:58:00,178.48194444444445,1552.95,1552.74,1552.321980477713,1552.95,1.452741020793951
6m,180.0,75,91,2026-02-22 08:23:00,2026-08-19 19:56:00,178.48125,1552.84,1552.68,1552.1822674698524,1552.84,1.5172754195459033
6m,180.0,76,92,2026-03-04 06:21:00,2026-08-29 17:55:00,178.48194444444445,1552.8,1552.77,1552.1118700897068,1552.8,1.4175697486741985
6m,180.0,77,92,2026-03-14 04:20:00,2026-08-29 17:55:00,168.56597222222223,1552.76,1552.77,1552.1176099632896,1552.76,1.4175697486741985
12m,365.0,0,34,2024-01-10 22:18:00,2025-01-11 19:23:00,366.87847222222223,1553.9,1554.02,1553.8538485830368,1553.9,1.121897810218978
12m,365.0,1,35,2024-01-20 20:16:00,2025-01-21 17:22:00,366.87916666666666,1554.22,1553.99,1554.1627369225105,1554.22,1.452741020793951
12m,365.0,2,36,2024-01-30 18:15:00,2025-01-31 15:20:00,366.87847222222223,1554.2,1553.86,1554.1362211504797,1554.2,1.5505674653215638
12m,365.0,3,37,2024-02-09 16:13:00,2025-02-10 13:19:00,366.87916666666666,1554.11,1553.64,1554.0470255426676,1554.11,1.5869901910170363
12m,365.0,4,38,2024-02-19 14:12:00,2025-02-20 11:17:00,366.87847222222223,1554.16,1553.62,1554.112440200994,1554.16,1.5180246913580246
12m,365.0,5,39,2024-02-29 12:10:00,2025-03-02 09:16:00,366.87916666666666,1554.0,1553.46,1553.9533554432346,1554.0,1.0475379110581022
12m,365.0,6,40,2024-03-10 10:09:00,2025-03-12 07:14:00,366.87847222222223,1553.76,1553.66,1553.6954658976222,1553.76,1.0
12m,365.0,7,40,2024-03-20 08:07:00,2025-03-12 07:14:00,356.96319444444447,1553.68,1553.66,1553.6613266272527,1553.68,1.0
12m,365.0,8,41,2024-03-30 06:06:00,2025-04-01 03:11:00,366.87847222222223,1553.6,1553.21,1553.5355346246686,1553.6,1.279766860949209
12m,365.0,9,42,2024-04-09 04:04:00,2025-04-11 01:10:00,366.87916666666666,1553.48,1553.43,1553.4193612824715,1553.48,1.4136583122556907
12m,365.0,10,43,2024-04-19 02:03:00,2025-04-20 23:08:00,366.87847222222223,1553.51,1553.3,1553.4559953532444,1553.51,1.3815730337078653
12m,365.0,11,44,2024-04-29 00:01:00,2025-04-30 21:07:00,366.87916666666666,1553.57,1553.36,1553.495032150795,1553.57,1.329009943795936
12m,365.0,12,45,2024-05-08 22:00:00,2025-05-10 19:05:00,366.87847222222223,1553.53,1553.41,1553.4962689725298,1553.53,1.1166000726480205
12m,365.0,13,46,2024-05-18 19:58:00,2025-05-20 17:04:00,366.87916666666666,1553.87,1553.21,1553.8175244150677,1553.87,0.9291219585915067
12m,365.0,14,47,2024-05-28 17:57:00,2025-05-30 15:02:00,366.87847222222223,1553.72,1553.36,1553.6802260520037,1553.72,1.2332998996990976
12m,365.0,15,48,2024-06-07 15:55:00,2025-06-09 13:01:00,366.87916666666666,1553.6,1553.39,1553.6270301281788,1553.6,1.5869901910170363
12m,365.0,16,49,2024-06-17 13:54:00,2025-06-19 10:59:00,366.87847222222223,1553.5,1553.49,1553.3454419427953,1553.5,1.5521332996718
12m,365.0,17,50,2024-06-27 11:53:00,2025-06-29 08:58:00,366.87847222222223,1553.81,1553.41,1553.4892468653577,1553.81,1.5521332996718
12m,365.0,18,51,2024-07-07 09:51:00,2025-07-09 06:57:00,366.87916666666666,1553.72,1553.49,1553.2780836727425,1553.72,1.5180246913580246
12m,365.0,19,52,2024-07-17 07:50:00,2025-07-19 04:55:00,366.87847222222223,1553.67,1553.31,1553.1427095700085,1553.67,1.4520547945205475
12m,365.0,20,53,2024-07-27 05:48:00,2025-07-29 02:54:00,366.87916666666666,1553.72,1553.31,1553.1685619094194,1553.72,1.4215028901734106
12m,365.0,21,54,2024-08-06 03:47:00,2025-08-08 00:52:00,366.87847222222223,1554.05,1553.24,1553.4631562049883,1554.05,1.452741020793951
12m,365.0,22,55,2024-08-16 01:45:00,2025-08-17 22:51:00,366.87916666666666,1553.9,1553.28,1553.3003570832986,1553.9,1.452741020793951
12m,365.0,23,56,2024-08-25 23:44:00,2025-08-27 20:49:00,366.87847222222223,1554.0,1553.44,1553.399523945569,1554.0,1.5172754195459033
12m,365.0,24,57,2024-09-04 21:42:00,2025-09-06 18:48:00,366.87916666666666,1553.93,1553.31,1553.2985954662074,1553.93,1.483232810615199
12m,365.0,25,60,2024-10-04 15:38:00,2025-10-06 12:43:00,366.87847222222223,1554.24,1553.56,1553.6961559653862,1554.24,1.5505674653215638
12m,365.0,26,61,2024-10-14 13:36:00,2025-10-16 10:42:00,366.87916666666666,1554.21,1553.73,1553.7202425317384,1554.21,1.4846655397247046
12m,365.0,27,62,2024-10-24 11:35:00,2025-10-26 08:40:00,366.87847222222223,1553.87,1553.57,1553.3481488368614,1553.87,1.358674033149171
12m,365.0,28,63,2024-11-03 09:33:00,2025-11-05 06:39:00,366.87916666666666,1553.76,1553.51,1553.217593780453,1553.76,1.254437869822485
12m,365.0,29,64,2024-11-13 07:32:00,2025-11-15 04:37:00,366.87847222222223,1553.77,1553.47,1553.1993153672868,1553.77,1.204309500489716
12m,365.0,30,65,2024-11-23 05:30:00,2025-11-25 02:36:00,366.87916666666666,1554.07,1553.47,1553.41113637207,1554.07,1.325
12m,365.0,31,66,2024-12-03 03:29:00,2025-12-05 00:34:00,366.87847222222223,1554.13,1553.28,1553.4743920037574,1554.13,0.997889952929719
12m,365.0,32,67,2024-12-13 01:27:00,2025-12-14 22:33:00,366.87916666666666,1554.23,1553.61,1553.5975395099074,1554.23,0.997889952929719
12m,365.0,33,68,2024-12-22 23:26:00,2025-12-24 20:32:00,366.87916666666666,1553.87,1553.63,1553.2943354111717,1553.87,1.5521332996718
12m,365.0,34,69,2025-01-01 21:25:00,2026-01-03 18:30:00,366.87847222222223,1553.94,1553.58,1553.3310655989558,1553.94,1.5180246913580246
12m,365.0,35,70,2025-01-11 19:23:00,2026-01-13 16:29:00,366.87916666666666,1554.02,1553.56,1553.402046078927,1554.02,1.4846655397247046
12m,365.0,36,71,2025-01-21 17:22:00,2026-01-23 14:27:00,366.87847222222223,1553.99,1553.34,1553.3770236302416,1553.99,1.5172754195459033
12m,365.0,37,72,2025-01-31 15:20:00,2026-02-02 12:26:00,366.87916666666666,1553.86,1553.14,1553.2538414260268,1553.86,1.5172754195459033
12m,365.0,38,73,2025-02-10 13:19:00,2026-02-12 10:24:00,366.87847222222223,1553.64,1552.95,1553.0243950227682,1553.64,1.303370786516854
12m,365.0,39,74,2025-02-20 11:17:00,2026-02-22 08:23:00,366.87916666666666,1553.62,1552.84,1552.9836180985358,1553.62,0.8045014394137662
12m,365.0,40,75,2025-03-02 09:16:00,2026-03-04 06:21:00,366.87847222222223,1553.46,1552.8,1552.8347975144382,1553.46,0.8590191420986445
12m,365.0,41,76,2025-03-12 07:14:00,2026-03-14 04:20:00,366.87916666666666,1553.66,1552.76,1553.0483186531112,1553.66,1.303370786516854
12m,365.0,42,77,2025-04-01 03:11:00,2026-04-03 00:17:00,366.87916666666666,1553.21,1552.96,1552.6564021692673,1553.21,1.329009943795936
12m,365.0,43,78,2025-04-11 01:10:00,2026-04-12 22:15:00,366.87847222222223,1553.43,1552.92,1552.8610092899937,1553.43,1.5180246913580246
12m,365.0,44,79,2025-04-20 23:08:00,2026-04-22 20:14:00,366.87916666666666,1553.3,1552.7,1552.730669088059,1553.3,0.9634853471242751
12m,365.0,45,80,2025-04-30 21:07:00,2026-05-02 18:12:00,366.87847222222223,1553.36,1552.87,1552.8001503041594,1553.36,0.9771137952956132
12m,365.0,46,81,2025-05-10 19:05:00,2026-05-12 16:11:00,366.87916666666666,1553.41,1552.91,1552.8096023667629,1553.41,1.5521332996718
12m,365.0,47,82,2025-05-20 17:04:00,2026-05-22 14:09:00,366.87847222222223,1553.21,1552.94,1552.5786409101327,1553.21,1.5869901910170363
12m,365.0,48,83,2025-05-30 15:02:00,2026-06-01 12:08:00,366.87916666666666,1553.36,1552.81,1552.795387263047,1553.36,1.6625202812330995
12m,365.0,49,84,2025-06-09 13:01:00,2026-06-11 10:06:00,366.87847222222223,1553.39,1552.61,1552.8547514169918,1553.39,1.1793592940725108
12m,365.0,50,85,2025-06-19 10:59:00,2026-06-21 08:05:00,366.87916666666666,1553.49,1552.65,1552.845970420459,1553.49,1.084685956245589
12m,365.0,51,86,2025-06-29 08:58:00,2026-07-01 06:04:00,366.87916666666666,1553.41,1552.77,1552.6454831316407,1553.41,1.4201894201894205
12m,365.0,52,87,2025-07-09 06:57:00,2026-07-11 04:02:00,366.87847222222223,1553.49,1552.72,1552.6908461962307,1553.49,1.4846655397247046
12m,365.0,53,88,2025-07-19 04:55:00,2026-07-21 02:01:00,366.87916666666666,1553.31,1552.74,1552.5479551093658,1553.31,1.5505674653215638
12m,365.0,54,89,2025-07-29 02:54:00,2026-07-30 23:59:00,366.87847222222223,1553.31,1552.45,1552.5458531521924,1553.31,1.5505674653215638
12m,365.0,55,90,2025-08-08 00:52:00,2026-08-09 21:58:00,366.87916666666666,1553.24,1552.74,1552.432218868735,1553.24,1.452741020793951
12m,365.0,56,91,2025-08-17 22:51:00,2026-08-19 19:56:00,366.87847222222223,1553.28,1552.68,1552.418720904679,1553.28,1.5172754195459033
12m,365.0,57,92,2025-08-27 20:49:00,2026-08-29 17:55:00,366.87916666666666,1553.44,1552.77,1552.5379937697842,1553.44,1.4175697486741985
12m,365.0,58,92,2025-09-06 18:48:00,2026-08-29 17:55:00,356.96319444444447,1553.31,1552.77,1552.3888189182737,1553.31,1.4175697486741985
12m,365.0,59,92,2025-09-16 16:46:00,2026-08-29 17:55:00,347.04791666666665,1553.52,1552.77,1552.507427108424,1553.52,1.4175697486741985
24m,730.0,0,70,2024-01-10 22:18:00,2026-01-13 16:29:00,733.7576388888889,1553.9,1553.56,1553.2358946619638,1553.9,1.4846655397247046
