horizon,requested_lead_days,origin_position,target_position,origin_date,target_date,actual_lead_days,origin_level_m,observed_level_m,physical_level_m,frozen_level_m,interval_weight
24m,730.0,1,71,2024-01-20 20:16:00,2026-01-23 14:27:00,733.7576388888889,1554.22,1553.34,1553.549760552752,1554.22,1.5172754195459033
24m,730.0,2,72,2024-01-30 18:15:00,2026-02-02 12:26:00,733.7576388888889,1554.2,1553.14,1553.5300625765067,1554.2,1.5172754195459033
24m,730.0,3,73,2024-02-09 16:13:00,2026-02-12 10:24:00,733.7576388888889,1554.11,1552.95,1553.4314205654357,1554.11,1.303370786516854
24m,730.0,4,74,2024-02-19 14:12:00,2026-02-22 08:23:00,733.7576388888889,1554.16,1552.84,1553.4760582995298,1554.16,0.8045014394137662
24m,730.0,5,75,2024-02-29 12:10:00,2026-03-04 06:21:00,733.7576388888889,1554.0,1552.8,1553.3281529576727,1554.0,0.8590191420986445
24m,730.0,6,76,2024-03-10 10:09:00,2026-03-14 04:20:00,733.7576388888889,1553.76,1552.76,1553.083784550733,1553.76,1.303370786516854
24m,730.0,7,76,2024-03-20 08:07:00,2026-03-14 04:20:00,723.8423611111111,1553.68,1552.76,1553.0496452803638,1553.68,1.303370786516854
24m,730.0,8,77,2024-03-30 06:06:00,2026-04-03 00:17:00,733.7576388888889,1553.6,1552.96,1552.9819367939358,1553.6,1.329009943795936
24m,730.0,9,78,2024-04-09 04:04:00,2026-04-12 22:15:00,733.7576388888889,1553.48,1552.92,1552.850370572465,1553.48,1.5180246913580246
24m,730.0,10,79,2024-04-19 02:03:00,2026-04-22 20:14:00,733.7576388888889,1553.51,1552.7,1552.8866644413033,1553.51,0.9634853471242751
24m,730.0,11,80,2024-04-29 00:01:00,2026-05-02 18:12:00,733.7576388888889,1553.57,1552.87,1552.9351824549544,1553.57,0.9771137952956132
24m,730.0,12,81,2024-05-08 22:00:00,2026-05-12 16:11:00,733.7576388888889,1553.53,1552.91,1552.8958713392924,1553.53,1.5521332996718
24m,730.0,13,82,2024-05-18 19:58:00,2026-05-22 14:09:00,733.7576388888889,1553.87,1552.94,1553.1861653252006,1553.87,1.5869901910170363
24m,730.0,14,83,2024-05-28 17:57:00,2026-06-01 12:08:00,733.7576388888889,1553.72,1552.81,1553.115613315051,1553.72,1.6625202812330995
24m,730.0,15,84,2024-06-07 15:55:00,2026-06-11 10:06:00,733.7576388888889,1553.6,1552.61,1553.0917815451705,1553.6,1.1793592940725108
24m,730.0,16,85,2024-06-17 13:54:00,2026-06-21 08:05:00,733.7576388888889,1553.5,1552.65,1552.7014123632543,1553.5,1.084685956245589
24m,730.0,17,86,2024-06-27 11:53:00,2026-07-01 06:04:00,733.7576388888889,1553.81,1552.77,1552.7247299969983,1553.81,1.4201894201894205
24m,730.0,18,87,2024-07-07 09:51:00,2026-07-11 04:02:00,733.7576388888889,1553.72,1552.72,1552.4789298689732,1553.72,1.4846655397247046
24m,730.0,19,88,2024-07-17 07:50:00,2026-07-21 02:01:00,733.7576388888889,1553.67,1552.74,1552.3806646793744,1553.67,1.5505674653215638
24m,730.0,20,89,2024-07-27 05:48:00,2026-07-30 23:59:00,733.7576388888889,1553.72,1552.45,1552.4044150616119,1553.72,1.5505674653215638
24m,730.0,21,90,2024-08-06 03:47:00,2026-08-09 21:58:00,733.7576388888889,1554.05,1552.74,1552.6553750737232,1554.05,1.452741020793951
24m,730.0,22,91,2024-08-16 01:45:00,2026-08-19 19:56:00,733.7576388888889,1553.9,1552.68,1552.4390779879775,1553.9,1.5172754195459033
24m,730.0,23,92,2024-08-25 23:44:00,2026-08-29 17:55:00,733.7576388888889,1554.0,1552.77,1552.497517715353,1554.0,1.4175697486741985
24m,730.0,24,92,2024-09-04 21:42:00,2026-08-29 17:55:00,723.8423611111111,1553.93,1552.77,1552.377414384481,1553.93,1.4175697486741985
24m,730.0,25,92,2024-10-04 15:38:00,2026-08-29 17:55:00,694.0951388888889,1554.24,1552.77,1552.4895527992298,1554.24,1.4175697486741985
