draw,precip_scale,evap_scale,qin_scale,net_unresolved_m_per_day,weighted_MAE_m,skill_vs_frozen,final_level_m
176,1.3280771908681301,2.1349115440622177,0.7542408671557703,-0.00026362087072425995,0.3349850753667685,0.3363006951134272,1552.9814344047459
177,1.3311394999891424,2.181056721347011,0.7072778203383921,-0.00028664351930915574,0.23032143107549158,0.5436687036342843,1552.7587531637573
178,1.2631153169454934,2.289669261865168,0.8079542079703286,-0.00025183230287003847,0.17465688659968287,0.6539557647368488,1552.2351817776998
179,1.3427692741029955,2.3384304793095056,0.6949597504560386,-0.0002742603758992342,0.16684438803979465,0.6694345136272226,1552.2637585427462
180,1.320027070536945,2.43620596987328,0.8191286897582949,-0.0002695504507534891,0.27131618270141833,0.46244661298342304,1551.9748888260378
181,1.3236266398967842,2.142360012000116,0.7078057104649703,-0.00026909465816651315,0.28254546861612667,0.4401982508801129,1552.8769280834483
182,1.2166975439307897,2.3248487261850306,0.7124347179075,-0.00027137839130823816,0.3853833146705887,0.23644766029738462,1551.7799462529806
183,1.4023802682866613,2.4221695078676397,0.8187434304025097,-0.0002670618578966952,0.15382951644373227,0.6952206213278032,1552.3870898732016
184,1.2718215971608187,2.3901257046037903,0.7353321928950326,-0.00026837705124025865,0.3536315753817387,0.29935675340213364,1551.826078754811
185,1.3839481891148833,2.130957492924959,0.8297749364372338,-0.00026680154224981476,0.5177625053275282,-0.02583261211254806,1553.3252394250133
186,1.2586244381316085,2.1655831624915334,0.7497120695006667,-0.00027305116147812965,0.15678429475029404,0.689366377505114,1552.5560464661792
187,1.3831622573258882,2.2293611527368244,0.6992834459371275,-0.00027578334072344413,0.26899246309477415,0.4670505526842962,1552.8215588636576
188,1.1774212117528826,2.1722555108537134,0.8208295413297388,-0.00027798974780361956,0.17637151040037133,0.6505586145103411,1552.2541740101956
189,1.2333177888413174,2.3687213675912466,0.8239293013911416,-0.0002874107595110041,0.3602406859470544,0.28626225334622557,1551.8155287860127
190,1.1662958916916986,2.2841493849106964,0.7076423705438378,-0.00028147254861053504,0.4405183756174243,0.12720965443927712,1551.6838667844438
191,1.2599190747377014,2.4695347293546845,0.7131655588128354,-0.0002604560778692863,0.5242259177542818,-0.038638443327968064,1551.4813192477277
192,1.3851143108591408,2.2264148096773586,0.776236241741698,-0.00023943193224436647,0.341850295016097,0.3226987711943864,1552.9646971437267
193,1.3091826855900828,2.1252631757947484,0.7353657173873742,-0.00023922245483060046,0.30740191674691025,0.3909506617799484,1552.9332996958863
194,1.2541506104850426,2.342811170086426,0.7538030625450803,-0.0002532189837502648,0.29691499321202447,0.4117281959816791,1551.94795343697
195,1.1757130555036506,2.0482636269846757,0.7869925323271915,-0.0002541568522810159,0.1724318398009327,0.6583642059548753,1552.6586281749899
196,1.253868388544567,2.1259410201052553,0.6955604877480256,-0.0002484904312706659,0.17120549023300846,0.6607939481005161,1552.632802964742
197,1.237537562545929,2.1618360983700837,0.7217861792974257,-0.00027325347890057934,0.14658457217045917,0.7095748861345221,1552.4437152315122
198,1.227640037261521,2.1664159787826045,0.8070249501885891,-0.00024332250941045728,0.1504438490821292,0.7019285771136329,1552.5122527531146
199,1.3319240849137761,2.2542269805775104,0.8159891673359299,-0.0002650747324838878,0.19434010322741221,0.6149577969036473,1552.6564892290571
200,1.3806008976856547,2.061210827430477,0.7179924157286661,-0.0002841232585241058,0.5484961689693448,-0.08672461207212279,1553.4049344763616
201,1.1675646023561468,2.2080608069618486,0.825718911696842,-0.0002424095830869974,0.2236539546371925,0.5568788428400433,1552.1270823684135
202,1.2447025681977835,2.1225946321034153,0.7456856729679676,-0.00026597775361023035,0.17498950428073887,0.6532967559034906,1552.6455269787798
203,1.2594903350469933,2.176201700731125,0.7120504647352078,-0.0002616554297244497,0.14880554517893757,0.7051745162365946,1552.490363241178
