version,precip_scale,evap_scale,qin_scale,net_unresolved_m_day,n_fit_intervals,cost
RECONSTRUCTED_ORIGINAL_EVAP,0.7911420489357714,0.20942696408243558,2.191272381736431,-0.0061624167804185314,460.0,17.338276541899873
FUTURE_COMPATIBLE_EVAP,0.7735570728402028,2.4996352076823427e-10,2.2160502137585723,-0.006833849632067889,460.0,17.33880140175275
FROZEN_EXPECTED_BASELINE,1.278816,2.273196,0.758222,-0.00026467,,
