row_index,date_prev,date_obs,partition,duration_days,level_prev_m,level_obs_m,delta_h_obs_m,p_era_m,p_chirps_m,p_consensus_m,evap_m,pet_m,q_in_dev_volume_m3,q_in_final_volume_m3,q_in_dev_equiv_m,q_in_final_equiv_m,coverage_climate_fraction,coverage_q_dev_fraction,coverage_q_final_fraction,interval_weight_raw,interval_weight,level_curr_m,delta_model_m
124,2013-03-12 14:04:00,2013-03-22 12:02:00,train,9.915277777777778,1557.11,1557.07,-0.03999999999996362,0.03320391087299512,0.016492372184117365,0.02484814152855624,0.03796108231344313,0.08978430062137674,785977.7930761698,821543.0913090649,0.006249326493409953,0.0065321069516503525,0.9999999999999998,0.9999999999999998,0.9999999999999998,198.72813990461046,1.221780604133545,1557.07,-0.0487887696760969
125,2013-03-22 12:02:00,2013-04-11 07:59:00,train,19.83125,1557.07,1556.93,-0.13999999999987267,0.04350394298529086,0.007227734288405393,0.025365838636848128,0.0782828493231978,0.17789777100045567,1550576.041928008,1613424.3223090353,0.012328663766621674,0.012828371808134176,0.9999999999999998,0.9999999999999998,0.9999999999999998,111.04941699056079,0.6827318156579677,1556.93,-0.133109144965035
126,2013-04-11 07:59:00,2013-04-21 05:58:00,train,9.915972222222223,1556.93,1556.95,0.01999999999998181,0.06491352686707827,0.0023442526049986265,0.033628889736038454,0.03906808044472088,0.08034335294635819,889567.7591658009,882708.4420486906,0.007072972562342378,0.007018433983053913,1.0,1.0,1.0,101.98878123406423,0.6270270270270268,1556.95,-0.04167366624408421
127,2013-04-21 05:58:00,2013-05-01 03:56:00,train,9.915277777777778,1556.95,1556.58,-0.37000000000011823,0.08115347053476613,0.06278127867438367,0.0719673746045749,0.037790302665965204,0.07379426524812174,965175.5817071118,917978.6332407693,0.007674132000533607,0.0072988680388071025,1.0000000000000002,1.0000000000000002,1.0000000000000002,150.6704836522525,0.9263221334940483,1556.58,0.00695250911353577
128,2013-05-01 03:56:00,2013-05-20 23:53:00,train,19.83125,1556.58,1556.83,0.25,0.1548619433430223,0.06560928725518385,0.11023561529910307,0.07986447583922993,0.1517758072612423,2231326.2247591224,2188482.677021864,0.017741323246872245,0.017400673268838863,1.0,1.0,1.0,119.83223487118032,0.7367285799880166,1556.83,-0.03706014482784736
129,2013-05-20 23:53:00,2013-06-09 19:50:00,train,19.83125,1556.83,1556.69,-0.13999999999987267,0.26689043387115047,0.2356761381728392,0.25128328602199484,0.06385140854068079,0.0902778530707084,2975475.836996448,3199293.614850896,0.023658072966497957,0.0254376529764721,1.0,1.0,1.0,24.555544641980156,0.150967488458894,1556.69,0.1786723134673108
130,2013-06-09 19:50:00,2013-06-19 17:49:00,train,9.915972222222223,1556.69,1556.31,-0.38000000000010914,0.08083343574305484,0.03538066562596667,0.058107050684510754,0.036292093956724704,0.06008385166586456,1552616.364925853,1879093.6505030694,0.01234488641906538,0.014940714403300226,0.9999999999999998,0.9999999999999998,0.9999999999999998,14.986886474334959,0.1,1556.31,-0.0015491939700136154
131,2013-06-19 17:49:00,2013-06-29 15:48:00,train,9.915972222222223,1556.31,1557.34,1.0299999999999727,0.11558124896045198,0.1086414603955409,0.11211135467799645,0.03458431892507721,0.0529843935225351,1743046.836288963,2723243.285889708,0.013859003230412364,0.021652566477615553,0.9999999999999998,0.9999999999999998,0.9999999999999998,30.711587481956954,0.18881483983907135,1557.34,0.06928064523328234
132,2013-06-29 15:48:00,2013-07-09 13:46:00,train,9.915277777777778,1557.34,1557.18,-0.15999999999985448,0.11753896685858847,0.11405608552718875,0.1157975261928886,0.035321725043935416,0.052798654730015514,2331342.788841325,2569979.6030224916,0.01853655711887831,0.020433963608352482,1.0,1.0,1.0,241.25452352231608,1.483232810615199,1557.18,0.07085896530552979
133,2013-07-09 13:46:00,2013-07-19 11:45:00,train,9.915972222222223,1557.18,1557.19,0.009999999999990905,0.09886901005956575,0.09155894636226823,0.095213978210917,0.035659116802472565,0.05500140462168505,2469412.715268548,3166958.9991634735,0.01963435410088692,0.025180559745276884,1.0,1.0,1.0,221.58209616662975,1.3622867272324397,1557.19,0.047820281546358104
134,2013-07-19 11:45:00,2013-07-29 09:43:00,train,9.915277777777778,1557.19,1556.93,-0.2599999999999909,0.03679476955348172,0.07502907706482703,0.05591192330915438,0.038604045787676664,0.07174237096439998,1558600.7653867125,1891182.142543587,0.012392468517028802,0.015036830265910685,1.0,1.0,1.0,85.3752241099633,0.5248868778280543,1556.93,-0.011005909265580073
135,2013-07-29 09:43:00,2013-08-08 07:42:00,train,9.915972222222223,1556.93,1557.31,0.37999999999988177,0.04353622425766095,0.05864841366141716,0.05109231895953906,0.03890090736317398,0.07095613188479219,1100631.94214508,1247713.2788554623,0.008751148462630835,0.009920595363405123,1.0,1.0,1.0,85.3752241099633,0.5248868778280543,1557.31,-0.019622544980049957
136,2013-08-08 07:42:00,2013-08-28 03:39:00,train,19.83125,1557.31,1557.56,0.25,0.20834742406692355,0.19570498296513228,0.20202620351602793,0.07050023593984964,0.11020396011125398,3154576.903823014,3443017.22595746,0.025082109436455544,0.02737550469871559,1.0,1.0,1.0,221.58209616662975,1.3622867272324397,1557.56,0.10212174617482608
137,2013-08-28 03:39:00,2013-09-16 23:36:00,train,19.83125,1557.56,1557.83,0.2699999999999818,0.30238275461791636,0.3374684820035647,0.31992561831074057,0.062132720966779145,0.08257845207053598,4289288.190710281,6670068.1966228355,0.034104223508867625,0.053033857013777816,1.0,1.0,1.0,221.58209616662975,1.3622867272324397,1557.83,0.27521368787121303
138,2013-09-16 23:36:00,2013-09-26 21:34:00,train,9.915277777777778,1557.83,1557.45,-0.37999999999988177,0.1308323091239482,0.11280934349139071,0.12182082630766945,0.032516775709986734,0.04353288667693973,2365720.8158444455,4607703.257547132,0.018809897557799517,0.036635948616896966,0.9999999999999998,0.9999999999999998,0.9999999999999998,27.100271002710027,0.16661246612466124,1557.45,0.0929804763866002
139,2013-09-26 21:34:00,2013-10-06 19:33:00,train,9.915972222222223,1557.45,1557.89,0.44000000000005457,0.05436581977835956,0.09096706305869544,0.0726664414185275,0.034779255553016454,0.05466184953396438,1975172.3347990275,3647184.6267371657,0.0157046381076491,0.02899884413403169,0.9999999999999998,0.9999999999999998,0.9999999999999998,26.343519494204422,0.16195995785036876,1557.89,0.02575904615280432
140,2013-10-06 19:33:00,2013-10-16 17:31:00,train,9.915277777777778,1557.89,1558.03,0.13999999999987267,0.09054478860054777,0.06553965209629625,0.07804222034842201,0.03365130367104297,0.05087734033940784,2211194.0094268345,3687319.681974484,0.017581251565769535,0.02931795882940673,1.0,1.0,1.0,134.04825737265415,0.8241286863270777,1558.03,0.03553717019144942
141,2013-10-16 17:31:00,2013-10-26 15:30:00,train,9.915972222222223,1558.03,1557.95,-0.07999999999992724,0.17604319987437642,0.06866879657850904,0.12235599822644272,0.031589073146939546,0.04367677457355515,2702826.1825155905,3657522.539104219,0.021490229645508393,0.029081041099659848,1.0,1.0,1.0,88.33141948591113,0.5430615669993816,1557.95,0.09327142859615982
142,2013-10-26 15:30:00,2013-11-15 11:27:00,train,19.83125,1557.95,1557.97,0.01999999999998181,0.12558251892412142,0.12786317601200506,0.12672284746806323,0.06044423448100186,0.09135019551137794,5151917.954180179,6677633.6957163345,0.04096301148270795,0.053094010461289136,1.0,1.0,1.0,55.42929992794192,0.3407793359569869,1557.97,0.0551466319219282
143,2013-11-15 11:27:00,2013-11-25 09:25:00,train,9.915277777777778,1557.97,1557.99,0.01999999999998181,0.03751764317158839,0.07101605038103183,0.054266846776310114,0.03121079333064355,0.05132334368254696,1581492.0231472861,2045876.5283513325,0.012574477404367386,0.016266808685309157,1.0,1.0,1.0,54.90885130683066,0.3375796178343949,1557.99,0.009764342444918889
144,2013-11-25 09:25:00,2013-12-05 07:24:00,train,9.915972222222223,1557.99,1557.64,-0.34999999999990905,0.015132744884845667,0.016303874165295964,0.015718309525070816,0.03128312583142396,0.06134527812331433,1116313.7618451158,1461611.8572076752,0.008875834951459933,0.011621307602827981,1.0,1.0,1.0,70.00350017500875,0.4303815190759538,1557.64,-0.037291911970065136
145,2013-12-05 07:24:00,2013-12-15 05:22:00,train,9.915277777777778,1557.64,1557.92,0.2799999999999727,0.01360124833698931,0.00958116766087072,0.011591207998930014,0.029640287717802118,0.05409034057167113,1013598.3994443845,1232982.702186798,0.00805914287544235,0.009803472228566415,1.0,1.0,1.0,111.04941699056079,0.6827318156579677,1557.92,-0.03792572537728938
146,2013-12-15 05:22:00,2013-12-25 03:21:00,train,9.915972222222223,1557.92,1557.95,0.029999999999972715,0.010187388241627328,0.006215183450429601,0.008201285846028465,0.028105473337706705,0.05377342503298924,998916.5390369946,1201010.9516273292,0.007942407084654485,0.009549264145880013,0.9999999999999998,0.9999999999999998,0.9999999999999998,211.99915200339203,1.303370786516854,1557.95,-0.0373744558213278
147,2013-12-25 03:21:00,2014-01-04 01:20:00,train,9.915972222222223,1557.95,1557.88,-0.06999999999993634,0.002284398209049901,0.0019068086009435107,0.002095603404996706,0.030239873564364958,0.06554779573842015,958168.3577467521,1017981.6150803284,0.007618417410723957,0.008093993918107088,0.9999999999999998,0.9999999999999998,0.9999999999999998,174.30712916158274,1.0716402300854106,1557.88,-0.05149382464451513
148,2014-01-04 01:20:00,2014-02-12 17:14:00,train,39.6625,1557.88,1557.88,0.0,0.014074907108565267,0.002699367366885955,0.008387137237725611,0.12729336049711415,0.3129227300883543,3683630.766880191,3912801.0216890285,0.029288628185419344,0.03111076585584025,1.0,1.0,1.0,190.40365575019038,1.1706016755521704,1557.88,-0.22549827450324755
149,2014-02-12 17:14:00,2014-02-22 15:12:00,train,9.915277777777778,1557.88,1557.84,-0.040000000000190994,0.005948932328580669,0.0029158164754136523,0.0044323744019971615,0.03464375368700505,0.08462094733276238,815974.2941231607,863388.6443491474,0.006487829324347306,0.006864821852183728,1.0,1.0,1.0,236.2948960302458,1.452741020793951,1557.84,-0.06249187209169362
150,2014-02-22 15:12:00,2014-03-04 13:11:00,train,9.915972222222223,1557.84,1557.61,-0.2300000000000182,0.016137063138333543,0.016187057184310048,0.0161620601613218,0.03645848775373175,0.08496943218283866,789508.5677318816,844248.7307052901,0.006277399759337534,0.006712639983344916,1.0,1.0,1.0,198.72813990461046,1.221780604133545,1557.61,-0.05432683817142306
151,2014-03-04 13:11:00,2014-03-24 09:08:00,train,19.83125,1557.61,1557.48,-0.12999999999988177,0.044560916851161425,0.05849446452831298,0.0515276906897372,0.07489981012378273,0.16029833137991886,1620121.9198906359,1708472.7934841912,0.012881624551885473,0.01358410426559745,1.0,1.0,1.0,181.25793003443906,1.1143737538517313,1557.48,-0.09215924477355089
152,2014-03-24 09:08:00,2014-04-03 07:06:00,train,9.915277777777778,1557.48,1557.28,-0.20000000000004547,0.0066584108400729045,0.014645612300629956,0.01065201157035143,0.04024995841314826,0.10211911287071045,744957.3876377802,771321.1812874964,0.0059231723593685314,0.006132791454937556,0.9999999999999998,0.9999999999999998,0.9999999999999998,54.1213400443795,0.33273799859284514,1557.28,-0.07236429409124509
153,2014-04-03 07:06:00,2014-04-13 05:05:00,train,9.915972222222223,1557.28,1556.82,-0.4600000000000364,0.05011152300486592,0.015032267773092245,0.03257189538897908,0.03769737320573378,0.08345126304648567,806893.546787952,849262.4682610908,0.006415628105175733,0.006752504319480725,0.9999999999999998,0.9999999999999998,0.9999999999999998,32.509752925877756,0.19986996098829643,1556.82,-0.038903118153710545
154,2014-04-13 05:05:00,2014-05-12 23:00:00,train,29.74652777777778,1556.82,1557.56,0.7400000000000091,0.279428701072187,0.19894879328067533,0.23918874717643115,0.1071974039635127,0.1944302446579418,3062694.1370131676,3017695.2358800108,0.024351547563116544,0.02399376032344765,0.9999999999999999,0.9999999999999999,0.9999999999999999,41.82525408841859,0.25714166213559747,1557.56,0.06738404410258764
155,2014-05-12 23:00:00,2014-05-22 20:59:00,train,9.915972222222223,1557.56,1557.31,-0.25,0.1071060447534846,0.08991105433349332,0.09850854954348896,0.03342574967933228,0.053227563666955253,1556439.677851272,1462549.664783653,0.012375285663125325,0.011628764131220904,1.0,1.0,1.0,53.67974663159589,0.3300230822910515,1557.31,0.0527665400364149
156,2014-05-22 20:59:00,2014-06-01 18:57:00,train,9.915277777777778,1557.31,1557.34,0.029999999999972715,0.15650670870499864,0.08044350228756812,0.11847510549628337,0.03461131197828737,0.05055632388171936,2129275.416315757,2410292.0786903156,0.01692991505379468,0.019164284636163757,1.0,1.0,1.0,61.862047633776655,0.38032786885245884,1557.34,0.07558659680467618
157,2014-06-01 18:57:00,2014-06-11 16:56:00,train,9.915972222222223,1557.34,1557.64,0.3000000000001819,0.12511643078315593,0.18528863730196277,0.15520253404255938,0.0311437219533914,0.0432610790326617,2123638.9066311903,2883814.5600189096,0.01688509904294498,0.02292927216362336,1.0,1.0,1.0,61.862047633776655,0.38032786885245884,1557.64,0.13034757910308495
158,2014-06-11 16:56:00,2014-06-21 14:55:00,train,9.915972222222223,1557.64,1558.09,0.4499999999998181,0.20607762684607758,0.08204054877148236,0.14405908780877996,0.036929879216522875,0.05509253406699457,2384028.2057317374,3351727.493593994,0.018955460012178876,0.026649658055132336,1.0,1.0,1.0,85.99191675982458,0.5286783042394014,1558.09,0.10153814021803081
159,2014-06-21 14:55:00,2014-07-11 10:52:00,train,19.83125,1558.09,1558.02,-0.06999999999993634,0.1834738444643586,0.12525274786505952,0.15436329616470906,0.07810370751337091,0.13706910607717576,4230723.143609181,5509871.6143094255,0.033638571548136924,0.04380910880424128,1.0,1.0,1.0,236.1832782239017,1.4520547945205475,1558.02,0.030548010000789827
160,2014-07-11 10:52:00,2014-07-21 08:50:00,train,9.915277777777778,1558.02,1557.97,-0.049999999999954525,0.05393215251422061,0.0443071849406516,0.0491196687274361,0.0381515375709678,0.0678807863961193,1392183.4143478598,1597745.7949009137,0.011069280546615726,0.01270371149638955,1.0,1.0,1.0,221.58209616662975,1.3622867272324397,1557.97,-0.01852699964530851
161,2014-07-21 08:50:00,2014-07-31 06:49:00,train,9.915972222222223,1557.97,1557.79,-0.18000000000006366,0.020304174873986496,0.05888038749606001,0.039592281185023254,0.03845613451294696,0.07431793730046668,1181308.4513093212,1318727.2141681102,0.00939260913818336,0.010485228704525007,1.0,1.0,1.0,191.57088122605367,1.1777777777777778,1557.79,-0.03145725642295666
162,2014-07-31 06:49:00,2014-08-10 04:47:00,train,9.915277777777778,1557.79,1557.76,-0.029999999999972715,0.038986022779996514,0.08003790832755653,0.05951196555377652,0.037610770340857844,0.07013651584780932,1044400.5355584156,1155935.733403063,0.008304051328285088,0.009190870107363146,1.0,1.0,1.0,198.72813990461046,1.221780604133545,1557.76,-0.006243454718390357
163,2014-08-10 04:47:00,2014-08-20 02:46:00,train,9.915972222222223,1557.76,1557.9,0.14000000000010004,0.050364769750360174,0.04391936728852542,0.047142068519442804,0.03839231018825688,0.06980486072869949,1036081.3736420169,1068032.0024158629,0.008237905491309667,0.008491945634220108,0.9999999999999998,0.9999999999999998,0.9999999999999998,241.48756339048546,1.4846655397247046,1557.9,-0.023290006912411926
164,2014-08-20 02:46:00,2014-08-29 00:44:00,train,8.915277777777778,1557.9,1557.83,-0.07000000000016371,0.06023960213897181,0.053393599902517,0.0568166010207444,0.03340920686128867,0.05890674333423391,908352.23261185,894950.671489857,0.0072223283184531285,0.0071157722150740005,1.0,1.0,1.0,246.9135802469136,1.5180246913580246,1557.83,-0.0010090241189683463
165,2014-08-29 00:44:00,2014-09-08 22:43:00,train,10.915972222222223,1557.83,1557.77,-0.05999999999994543,0.13559262779294942,0.16430247153309602,0.14994754966302273,0.036090740706609295,0.05354495227825176,1535149.73603746,1454811.644079257,0.012206008873638069,0.011567238960636534,1.0,1.0,1.0,77.87555486332842,0.4787789112997431,1557.77,0.1080655038233762
166,2014-09-08 22:43:00,2014-09-28 18:40:00,train,19.83125,1557.77,1558.11,0.33999999999991815,0.361756983391336,0.2335795781596548,0.2976682807754954,0.06347057795431789,0.08429551407612636,4687928.642344222,7031909.76900574,0.03727382239281404,0.05591086721003212,1.0,1.0,1.0,72.2491149483419,0.44418755870240595,1558.11,0.2464489963098531
167,2014-09-28 18:40:00,2014-10-08 16:38:00,train,9.915277777777778,1558.11,1558.17,0.060000000000172804,0.050398266477529645,0.10740918591351649,0.07890372619552306,0.0373577587856594,0.06145440053207364,2571128.730606731,3899224.4715023246,0.020443100346718066,0.031002818410609242,1.0,1.0,1.0,194.51468585878234,1.1958762886597938,1558.17,0.02611720107752457
168,2014-10-08 16:38:00,2014-10-18 14:37:00,train,9.915972222222223,1558.17,1558.47,0.2999999999999545,0.183404165056304,0.12697977097693955,0.15519196801662177,0.027727813186622124,0.03802911958717377,1953809.3153744356,3322488.3480017744,0.015534780276492292,0.026417176973855247,0.9999999999999998,0.9999999999999998,0.9999999999999998,246.79170779861798,1.5172754195459033,1558.47,0.14202257634599863
169,2014-10-18 14:37:00,2014-10-28 12:35:00,train,9.915277777777778,1558.47,1558.39,-0.07999999999992724,0.08102591207709273,0.07365232342986779,0.07733911775348025,0.03010657365236518,0.04382206748955628,3258974.3032404454,5199918.717911242,0.025912175425303694,0.04134466659705209,1.0,1.0,1.0,241.25452352231608,1.483232810615199,1558.39,0.05031582621110247
170,2014-10-28 12:35:00,2014-11-07 10:34:00,train,9.915972222222223,1558.39,1557.85,-0.540000000000191,0.03315605914722026,0.036155913798654335,0.0346559864729373,0.03130288795643918,0.05435423533463159,1805657.2875422104,2424791.573674267,0.014356820287367499,0.019279570435511387,1.0,1.0,1.0,62.90099383570258,0.3867153101018994,1557.85,-0.0121205017572334
171,2014-11-07 10:34:00,2014-11-17 08:32:00,train,9.915277777777778,1557.85,1558.21,0.36000000000012733,0.03174742572593443,0.007127891828120713,0.01943765877702757,0.03157767106840903,0.053675247741630974,1666364.798464797,2130526.783926671,0.013249302683189926,0.016939864704831605,1.0,1.0,1.0,61.770337883748205,0.37976403730928393,1558.21,-0.03164822164960205
172,2014-11-17 08:32:00,2014-11-27 06:31:00,train,9.915972222222223,1558.21,1558.34,0.12999999999988177,0.033460249303281064,0.05060705213940968,0.042033650721345364,0.029903498085787298,0.05037592203469124,1296872.1213839084,1704402.2370882959,0.010311458387404854,0.01355173918333701,0.9999999999999998,0.9999999999999998,0.9999999999999998,196.03999215840037,1.2052538717898453,1558.34,-0.0016885299840051562
173,2014-11-27 06:31:00,2014-12-07 04:29:00,train,9.915277777777778,1558.34,1558.18,-0.15999999999985448,0.005422451168674836,0.0021546080566928333,0.0037885296126838348,0.030585096062050593,0.06367424242497548,1154236.7640326477,1560552.1300987536,0.009177361565020654,0.012407983860211129,1.0,1.0,1.0,167.6445934618609,1.0306789606035207,1558.18,-0.04877836850713622
174,2014-12-07 04:29:00,2014-12-17 02:28:00,train,9.915972222222223,1558.18,1558.26,0.07999999999992724,0.0025721405414700542,0.0007719274046692202,0.001672033973069637,0.03008492068236053,0.06432626182561763,1053141.2769536725,1268182.4471145999,0.008373549152847838,0.010083346164543212,1.0,1.0,1.0,185.56318426424198,1.1408424568565596,1558.26,-0.05070151360061577
175,2014-12-17 02:28:00,2014-12-26 00:27:00,train,8.915972222222223,1558.26,1557.92,-0.33999999999991815,0.0033021905548162468,0.0017069756934939093,0.002504583124155078,0.028516130026625973,0.058735141878627585,885751.1964007027,923809.4045566255,0.007042626988953667,0.0073452286281038845,1.0,1.0,1.0,58.29544129649063,0.35840037309082434,1557.92,-0.04952764435934548
176,2014-12-26 00:27:00,2015-01-05 22:25:00,train,10.915277777777778,1557.92,1558.05,0.12999999999988177,0.0009362084232080761,0.009017182284461809,0.004976695353834942,0.03440445331696774,0.0845318629045942,1041569.0578562785,1026482.9064835204,0.008281538187614523,0.008161587870585357,1.0,1.0,1.0,55.41701302299806,0.3407037960653921,1558.05,-0.057231770075875064
177,2015-01-05 22:25:00,2015-01-15 20:24:00,train,9.915972222222223,1558.05,1557.78,-0.2699999999999818,0.0022898757167777004,0.00131512459817162,0.0018025001574746601,0.030764623561997852,0.07918715375692663,828350.0569004919,880805.1487738783,0.006586229282821754,0.007003300856912446,0.9999999999999998,0.9999999999999998,0.9999999999999998,90.77705156136528,0.5580973129992737,1557.78,-0.05385982388603788
178,2015-01-15 20:24:00,2015-01-25 18:22:00,train,9.915277777777778,1557.78,1557.91,0.13000000000010914,0.0037819869305032016,0.0016928138426652835,0.0027374003865842426,0.031601518422700196,0.0735353770730433,865816.7311971913,903314.2038732991,0.00688412762341728,0.007182270842596001,1.0,1.0,1.0,97.88566953797965,0.6018010963194989,1557.91,-0.05520945609970295
179,2015-01-25 18:22:00,2015-02-04 16:21:00,train,9.915972222222223,1557.91,1557.97,0.05999999999994543,0.0005442540524992323,0.00030360407389111574,0.000423929063195174,0.033616155773949205,0.09206355372907947,803325.4862419269,852411.8022372602,0.006387258378324934,0.006777544742285602,1.0,1.0,1.0,246.79170779861798,1.5172754195459033,1557.97,-0.06411417667122266
180,2015-02-04 16:21:00,2015-02-14 14:19:00,train,9.915277777777778,1557.97,1557.9,-0.06999999999993634,0.01481118441083134,0.0005595746781795892,0.007685379544505464,0.033412733260257885,0.07748661878567038,795440.958327111,856655.8045354396,0.006324568325730389,0.006811288896679968,1.0,1.0,1.0,206.10057708161585,1.2671063478977742,1557.9,-0.05502987324230594
181,2015-02-14 14:19:00,2015-02-24 12:18:00,train,9.915972222222223,1557.9,1557.7,-0.20000000000004547,0.003631908483270494,0.005741253017945166,0.0046865807506078295,0.035456709779993795,0.0887843604532305,812244.2173739505,897087.459099265,0.006458171403148211,0.007132761859738134,0.9999999999999998,0.9999999999999998,0.9999999999999998,101.98878123406423,0.6270270270270268,1557.7,-0.06452155918552195
182,2015-02-24 12:18:00,2015-03-06 10:16:00,train,9.915277777777778,1557.7,1557.78,0.07999999999992724,0.0023054887713698613,0.001045148870576804,0.0016753188209733328,0.03556611263831318,0.09046646156662456,702891.0572942866,761717.2506460057,0.005588702053703479,0.006056430393941367,1.0,1.0,1.0,108.778418361797,0.6687697160883279,1557.78,-0.06880565728390384
183,2015-03-06 10:16:00,2015-03-16 08:15:00,train,9.915972222222223,1557.78,1557.54,-0.2400000000000091,0.004503556839013418,1.3988099977913187e-06,0.002252477824505605,0.03657185483274732,0.10095453049436165,714398.1820809768,775190.4357448563,0.005680195452659432,0.006163555981115181,1.0,1.0,1.0,183.82352941176472,1.1301470588235294,1557.54,-0.07110370953784129
184,2015-03-16 08:15:00,2015-03-26 06:13:00,train,9.915277777777778,1557.54,1557.07,-0.4700000000000273,0.023776117188499014,0.008591430752941274,0.016183773970720145,0.033709544347953924,0.0745947969762473,833729.8460069196,893669.6675909157,0.0066290041027822185,0.007105586925267676,1.0,1.0,1.0,56.25246104517071,0.3458401305057095,1557.07,-0.04589486149429333
185,2015-03-26 06:13:00,2015-04-05 04:12:00,train,9.915972222222223,1557.07,1557.73,0.6600000000000819,0.04204951579771638,0.03887815200833137,0.040463833903023876,0.036212358980825886,0.07450176190054361,875235.5946347844,968469.7768923731,0.006959017211058157,0.007700324217956374,1.0,1.0,1.0,59.01445854234288,0.362820891118324,1557.73,-0.024859658403708698
186,2015-04-05 04:12:00,2015-04-15 02:10:00,train,9.915277777777778,1557.73,1557.45,-0.2799999999999727,0.020648666611925,0.010090550790321569,0.015369608701123283,0.03915346476309794,0.09143282090561697,737398.5095620246,780372.472157922,0.005863071555713005,0.006204758465118247,1.0,1.0,1.0,217.0138888888889,1.3342013888888888,1557.45,-0.06354725053246552
187,2015-04-15 02:10:00,2015-05-04 22:07:00,train,19.83125,1557.45,1557.27,-0.18000000000006366,0.1880116558967669,0.09860476930590707,0.143308212601337,0.07754806429479914,0.14716214528642785,1810493.853734916,1808703.012426359,0.014395275930149607,0.014381036912032751,1.0,1.0,1.0,28.815122176118027,0.1771553711387736,1557.27,0.0071853818751298065
188,2015-05-04 22:07:00,2015-05-14 20:06:00,train,9.915972222222223,1557.27,1557.72,0.4500000000000455,0.019773484319723082,0.01164560548198874,0.01570954490085591,0.03984898449478527,0.08113476470225867,1058733.089109678,1050172.0022789123,0.00841800977267773,0.008349940385456884,1.0,1.0,1.0,27.86990329143558,0.17134416543574593,1557.72,-0.06434991382574365
189,2015-05-14 20:06:00,2015-05-24 18:04:00,train,9.915277777777778,1557.72,1558.23,0.5099999999999909,0.14701047842173728,0.08501723757896232,0.1160138580003498,0.03755500536269811,0.06451131052787362,1042657.5237004558,1081005.560542619,0.00829019260316813,0.00859509867649375,1.0,1.0,1.0,89.086859688196,0.5477060133630289,1558.23,0.059524908183630015
190,2015-05-24 18:04:00,2015-06-03 16:03:00,train,9.915972222222223,1558.23,1557.67,-0.5599999999999454,0.09258081969014448,0.06079538917971763,0.07668810443493106,0.03822308419899341,0.06691637784824819,1278560.8395107014,1261143.469853619,0.010165864987761003,0.010027379103551079,0.9999999999999998,0.9999999999999998,0.9999999999999998,99.52229299363057,0.6118630573248407,1557.67,0.012284171915333389
191,2015-06-03 16:03:00,2015-06-13 14:01:00,train,9.915277777777778,1557.67,1557.78,0.10999999999989996,0.2601936887428985,0.13323425637368333,0.1967139725582909,0.031202714885625423,0.0431626738394675,1691913.3819190739,1967041.6364732832,0.013452440024799825,0.01563999074877382,1.0,1.0,1.0,231.00023100023108,1.4201894201894205,1557.78,0.17553688786947408
192,2015-06-13 14:01:00,2015-06-23 12:00:00,train,9.915972222222223,1557.78,1557.43,-0.34999999999990905,0.05741723273344089,0.054567524563865204,0.05599237864865304,0.038516205029792784,0.06718993956987783,1864770.7526686755,2612872.712797013,0.014826832731721997,0.02077500765521995,1.0,1.0,1.0,106.14584439019214,0.6525846513109013,1557.43,-0.008277929275324135
193,2015-06-23 12:00:00,2015-07-03 09:59:00,train,9.915972222222223,1557.43,1557.15,-0.2799999999999727,0.02710367968942056,0.03161693248479973,0.029360306087110145,0.04049408607996086,0.07796829415745117,1180423.666117133,1317428.9256233913,0.00938557419191487,0.01047490598412492,1.0,1.0,1.0,75.04690431519701,0.4613883677298312,1557.15,-0.04949965370012041
194,2015-07-03 09:59:00,2015-07-13 07:57:00,train,9.915277777777778,1557.15,1557.22,0.06999999999993634,0.0494297819771944,0.04711545266362839,0.048272617320411396,0.03495496378938221,0.06437234912882892,951908.7574682842,1074980.541869947,0.007568647193037165,0.008547193622246537,1.0,1.0,1.0,97.22897423432183,0.5977637335926106,1557.22,-0.011639972228023064
195,2015-07-13 07:57:00,2015-07-23 05:56:00,train,9.915972222222223,1557.22,1557.06,-0.16000000000008185,0.09940177333804945,0.09189484840933473,0.09564831087369208,0.036260058102448985,0.05760606325608495,1191378.8292020303,1389198.6164455686,0.009472678931398826,0.011045548353705721,0.9999999999999998,0.9999999999999998,0.9999999999999998,67.75067750677508,0.41653116531165313,1557.06,0.040689595631412674
196,2015-07-23 05:56:00,2015-08-02 03:54:00,train,9.915277777777778,1557.06,1557.53,0.4700000000000273,0.024711246045685368,0.04667316656725435,0.035692206306469854,0.03988446685626124,0.07495617304184181,1102133.036313766,1174164.2417305256,0.00876308369494924,0.009335805372748076,1.0,1.0,1.0,79.87220447284346,0.4910543130990416,1557.53,-0.04076412787978418
197,2015-08-02 03:54:00,2015-08-12 01:53:00,train,9.915972222222223,1557.53,1557.38,-0.14999999999986358,0.03535600912507903,0.05345489808377475,0.044405453604426895,0.039837968987353645,0.07301384062916808,876045.3979718421,925374.0516484061,0.006965455974968928,0.007357669171093314,1.0,1.0,1.0,211.99915200339203,1.303370786516854,1557.38,-0.03128437475291372
198,2015-08-12 01:53:00,2015-08-21 23:51:00,train,9.915277777777778,1557.38,1557.99,0.6099999999999,0.07824456098612184,0.07095542292812201,0.07459999195712193,0.03729884238065552,0.062116157996714265,1006893.700476177,1014648.0412451068,0.008005833668411998,0.008067488600183723,1.0,1.0,1.0,135.83265417006245,0.835099157837544,1557.99,0.011812163859178323
