date,p_consensus_mm,evap_original_mm,evap_candidate_mm,qin_total_m3s,qin_depth_m_day
2009-01-31,0.03444731848931025,2.071542465679131,2.827978134089571,1.0587714274961972,0.0007273423816146254
2009-02-01,0.546807288672616,1.9613749868401027,3.1418553702817955,1.1185021431151343,0.0007683754883131717
2009-02-02,0.19596708526262185,1.949636505255364,3.1895013964556096,1.0312434157857262,0.0007084315108840482
2009-02-03,0.0508255716874321,1.997148622894472,3.0687945949093214,1.0307997569091145,0.000708126731310706
2009-02-04,0.0281992718245112,2.200093345579214,3.162391608188796,1.1395738055648166,0.0007828510519265338
2009-02-05,0.0164811630094159,2.6035006693204923,3.410483833313225,1.141503996775026,0.0007841770320534487
2009-02-06,0.0031271734497367,2.5616530712380827,3.337388029210713,1.1906798733030048,0.000817959299144308
2009-02-07,0.00038631322019945,2.567786581200862,3.457459531640699,1.1922681621380045,0.000819050403186162
2009-02-08,0.1803134577850003,2.2492461708433424,3.3597163974448545,1.142588423171429,0.0007849219985848092
2009-02-09,0.0102542323573442,2.181958056519872,3.704053198823802,1.0894487289735484,0.0007484167145051648
2009-02-10,0.02334368499842555,1.89975589453075,3.566904468244234,1.2077245762996809,0.0008296684693670385
2009-02-11,0.00139178887464615,2.0090546299212995,3.6059957281975237,1.2202222575781418,0.000838253979921694
2009-02-12,0.0091284231978465,1.869282996726077,3.1891041422099358,1.0943227210486155,0.0007517649924354009
2009-02-13,0.1108128759138836,1.9072039167861587,3.4343945336225072,1.0858039477461054,0.0007459128654310528
2009-02-14,0.7175372353369716,1.712958862778202,3.033751496250597,1.0106104161120468,0.0006942572946814093
2009-02-15,0.6368844461243114,2.037775896866622,3.444035191628307,1.046431606383164,0.0007188653159855719
2009-02-16,1.6866021539922902,1.9725373016405168,2.9958427716147176,1.1646509542303398,0.0008000782574978242
2009-02-17,0.0181484203516947,2.3375178118576625,3.5330107100238735,1.0898016390791176,0.0007486591525517673
2009-02-18,0.0025282337059908,2.34530068691149,3.7891713514938576,1.1237040958656332,0.000771949064823016
2009-02-19,0.00082433070367645,2.197435311014616,3.6246681213984853,1.123903575704376,0.0007720861011438189
2009-02-20,0.1095294901273672,2.075743167397549,3.251238999581826,0.9743376604761377,0.0006693390622973547
2009-02-21,0.0900130418452352,2.069938554081868,3.5605903303226167,0.915325498620842,0.0006287995792386161
2009-02-22,0.1056157563706,2.052052321126541,3.511027276074715,0.9154546671896361,0.0006288883139475595
2009-02-23,0.17577755569264544,2.1723855325175805,3.1216678103423035,0.9287856042516055,0.0006380462447907984
2009-02-24,1.6851353401075617,2.030915369025686,3.1652861628531257,1.0006588945856971,0.000687420915100614
2009-02-25,0.43219236328242383,2.158906973745054,3.6583000799834338,1.0016220062207088,0.0006880825422395583
2009-02-26,0.005688526971923,2.2293566726148133,3.894622348950666,0.9480424666442038,0.0006512750983387072
2009-02-27,0.0051695394712605,2.156749209564812,3.9250632631815443,0.9855734127692655,0.000677057667673249
2009-02-28,0.08742382958859635,1.9101392929833607,3.600122508335337,0.9797051275988823,0.0006730263419300583
2009-03-01,0.02488122662631025,2.085149119644846,3.3765047439309215,0.9460475435877793,0.0006499046494870329
2009-03-02,2.4853676249277856,2.163044176995754,3.6216865722262117,1.1077747910190179,0.0007610061377438431
2009-03-03,0.0584761693588047,2.338364589352346,3.849446339816942,0.9418925568372634,0.0006470503054046239
2009-03-04,0.03937847011806105,2.465604463397281,3.869381217190008,0.9652408323729577,0.0006630898299834901
2009-03-05,0.00238873277794285,2.3862171389392577,3.8321586524173354,0.9673924061970164,0.0006645678929428498
2009-03-06,0.0020492751131752,2.3472041576960176,3.8451873762632998,0.9504290648107631,0.0006529146155653171
2009-03-07,0.00202182175000785,2.19684033407023,3.9128409300296823,0.9516672375116239,0.0006537652009303038
2009-03-08,0.0956206631780696,2.045204131312886,3.9791334512391026,0.9497773040020323,0.0006524668765665548
2009-03-09,0.08379041934484815,2.026261886386888,3.8426011433156555,0.9103418725966177,0.0006253759862633996
2009-03-10,2.1116982811341076,2.03597391628074,3.8454168150921917,1.069519640702959,0.0007347260631051575
2009-03-11,0.3717344183966799,1.9999893276758915,3.836194517718231,0.8862659730854721,0.000608836607096961
2009-03-12,0.4960297975388448,2.187664174086592,3.686928943597119,0.8890399471091637,0.0006107422392480858
2009-03-13,0.13797710142135636,2.173153788177217,3.50318902936261,0.8751480080604461,0.0006011989178375013
2009-03-14,2.3084849387850244,1.9925479093441936,2.9614612082977354,0.9208087347942228,0.0006325663885363826
2009-03-15,0.27140198433272505,2.251386513860056,3.8788090453354522,0.8938932492321155,0.0006140763038375987
2009-03-16,0.06110318396140605,2.2297401003552344,3.9864101240208503,0.8773414777245786,0.0006027057619098639
2009-03-17,0.2304972962682601,1.9612967245932509,3.148772845047394,0.9381193766285507,0.000644458250303783
2009-03-18,0.04436527573424455,2.11037908190315,3.644549378475864,0.8938166977375276,0.0006140237153893805
2009-03-19,0.1170780547708431,2.145488903015903,3.6923134674453544,0.9336971471686045,0.0006414203189581572
2009-03-20,0.8891128274865701,1.8787473155821368,3.131800188348846,0.9429950267518284,0.000647807667260539
2009-03-21,0.06801844098142724,1.966594339797264,3.4666613607388426,0.9724818077102871,0.0006680641503233586
2009-03-22,0.1495619937823723,1.972692603274132,3.3309445297650333,0.9124381227248497,0.0006268160435988473
2009-03-23,0.26542784514257606,2.094679339557222,3.7497910824976457,0.8989578212961954,0.000617555504174217
2009-03-24,0.5740387700041123,2.0774384548386005,3.5055184553352214,0.9204489148634941,0.000632319203659107
2009-03-25,0.635323608310104,2.104767025520268,3.620433373288042,0.9533370359185206,0.0006549122994621944
2009-03-26,0.06285963474579576,2.2202695537786643,4.26976840823116,0.9465543523297,0.0006502528110144398
2009-03-27,0.0064709826051473,2.2535002351088345,4.184253802686284,0.9593452248515077,0.0006590397346519064
2009-03-28,0.0073726723932131,2.177803131782068,3.944619851440508,0.9263929261483147,0.0006364025508405374
2009-03-29,0.2342314422641774,1.8739476815939569,3.647080432735171,0.9165676579274605,0.000629652903275285
2009-03-30,0.4805991646560552,1.973262285145949,3.9470606229605174,0.8922458808956535,0.0006129446140525122
2009-03-31,1.5197227926044938,2.1781432897644835,3.830505632354341,0.8963133910617607,0.00061573886449659
2009-04-01,1.2467197311920415,2.6139864493576788,4.106094055999449,0.8956507057109477,0.0006152836206839937
2009-04-02,0.1445184468535151,2.3233877761708017,4.276141055611283,0.943032247924464,0.0006478332370253136
2009-04-03,0.38091305442392154,2.138184381115345,4.059300427393196,0.9476840217207295,0.0006510288580477937
2009-04-04,0.1673635932429986,2.229243445834768,4.332392628024323,0.9263919506181533,0.0006364018806822647
2009-04-05,0.8148341374143396,2.311334470814129,4.195038074649425,0.9441659842661251,0.0006486120779247294
2009-04-06,0.0056015023542725,2.4557779567063776,4.383016272443311,0.9374963765009493,0.0006440302689805361
2009-04-07,0.13398882220736155,2.1225950915500595,3.6038617672760154,1.0018620009714843,0.0006882474110196092
2009-04-08,0.939328378050406,2.509408933949205,4.104658025145072,0.9460124781590938,0.0006498805606499619
2009-04-09,4.844746224927248,3.378738878425818,3.8184633522520324,0.9314389075939884,0.0006398689800120903
2009-04-10,1.2830515425646567,3.674349984023113,4.206516569293164,0.9964347593543086,0.0006845190682055519
2009-04-11,0.155898335662249,3.0974709615750338,4.096978930722349,0.96599146494405,0.0006636054907463299
2009-04-12,0.8132620099580513,2.90880964806952,4.10539768469906,0.9789103783672892,0.0006724803744210366
2009-04-13,0.1333624022289165,3.039226734668885,4.339085410315112,0.9497430368783665,0.0006524433361397063
2009-04-14,0.37302531897506486,2.713655587285757,4.077763051790093,0.9589937453883732,0.0006587982794112702
2009-04-15,0.5385615966229667,2.6895560701193983,4.141826147536857,0.965723043450266,0.0006634210936956586
2009-04-16,0.26536348364974854,2.612044503608812,4.1780077288900905,0.9647953726945315,0.0006627838133164309
2009-04-17,0.5086846917509426,2.307952439179245,3.772050614307665,0.9164406073383354,0.0006295656235511822
2009-04-18,0.4706132153294718,2.310439080836996,3.836076472956565,0.9260331576064935,0.000636155401265811
2009-04-19,0.3828839451125317,2.6219971414086745,4.197715955981859,0.927645311576335,0.0006372628998981899
2009-04-20,0.19655825363829116,2.4272893478784003,3.890385772007231,0.9164631485799926,0.0006295811086690893
2009-04-21,0.6975181643477028,2.481874111260242,3.539095519019108,0.9223470280133342,0.0006336231471762111
2009-04-22,0.31609251018798057,2.503823147093043,3.822060386524098,0.92227798346627,0.0006335757157627871
2009-04-23,0.7576810429272072,2.581897889795884,3.844362316982564,0.9066870245932291,0.0006228652216335771
2009-04-24,9.300243935558598,2.8873707373877333,4.001711368627417,0.9392034819187352,0.0006452029962453583
2009-04-25,11.411815694372027,3.64189718787656,3.5578136872531765,0.9937428778821588,0.0006826698310329848
2009-04-26,4.156702873207279,3.730130467346613,3.6704291135522458,0.9848348260161153,0.0006765502820051869
2009-04-27,1.4846764962497674,3.966901337130453,4.013453555368555,0.9888055946705225,0.0006792780740998103
2009-04-28,5.01021061370006,3.654005200846527,3.7424299739010536,1.1245902244182229,0.0007725578070265918
2009-04-29,2.0442531483557387,3.4634206039866187,3.52184921914161,1.060057532033794,0.0007282258946308325
2009-04-30,11.868968468929129,3.2565269761400915,3.2971500094795165,1.138398841004742,0.0007820438885490158
2009-05-01,6.326168594786517,3.559108657401381,3.5835946021505842,1.0090767137448209,0.0006932036898111833
2009-05-02,4.544404948474987,3.8361856458296497,3.680918569397333,1.024188567187608,0.0007035850537092259
2009-05-03,5.186983984108795,4.004178012802711,3.8713819357181376,1.0523447453228068,0.0007229274548452772
2009-05-04,7.023553080180772,3.653561031065665,3.687523237408912,1.0794019845123823,0.000741514919789058
2009-05-05,17.19614074431371,3.763582983963179,3.6012406516478634,1.2031066080614705,0.0008264960716904751
2009-05-06,10.558465988300608,3.496488481184937,3.422221817469393,1.1736119756524546,0.0008062341949302065
2009-05-07,7.9170366556878555,3.692665597420716,3.6803486931224394,1.1193714076317125,0.0007689726454590122
2009-05-08,12.110416524801327,3.8186068124238464,3.683268040331722,1.2132201110696688,0.0008334437274105063
2009-05-09,11.334491878934207,3.6125284824105015,3.5590266996316995,1.2272512731895417,0.0008430826906541815
2009-05-10,12.56030263166613,4.004110895276172,3.678978052782648,1.4273633930727068,0.0009805533685416383
2009-05-11,5.787297173638132,3.8038753005029,3.587676280977644,1.4071396674798236,0.0009666603106484596
2009-05-12,17.607102886283318,3.856594101597729,3.5100430393872886,1.4675796950391,0.001008180692147398
2009-05-13,18.87284695516462,3.86019553238363,3.56244917777569,1.5777811552141192,0.0010838855991929706
2009-05-14,25.840948027505256,3.68634739964178,3.4393929570140522,1.6345845296418744,0.0011229077153618347
2009-05-15,19.960697998352675,3.5220723388329995,3.289330670704956,1.9474332463912845,0.001337824858775598
2009-05-16,9.492137961611402,3.932256712442453,3.6239282572387097,1.9454881878277734,0.0013364886652486255
2009-05-17,6.423976347141235,4.050062479703699,3.8160663586507777,1.9504342457717998,0.0013398864501445774
2009-05-18,9.840138533869858,3.7246864707581375,3.351274215184635,1.9819720248715904,0.0013615519038634445
2009-05-19,10.153636838006149,3.810016740286023,3.379735900658684,2.035677803372583,0.001398446069900542
2009-05-20,10.951768328603197,3.8831512975677422,3.4768317312583936,1.8788660697769715,0.0012907213837062123
2009-05-21,10.419971489793532,4.216047364892517,3.8545086852141313,1.8951740673685067,0.0013019244606872783
2009-05-22,10.27565240935379,3.985489921494169,3.62821329192491,1.953398825399427,0.0013419230222987237
2009-05-23,13.702396804441985,4.298826311371492,4.073742085955364,2.2427879918466886,0.001540724198899212
2009-05-24,11.492727897240023,4.088967998622315,3.832616975450262,2.2812339926237906,0.0015671353817499842
2009-05-25,18.852652984876453,4.056831104537123,3.8703764913025642,2.5244622322083097,0.0017342254660316287
2009-05-26,7.985608439536264,4.2637284361081615,4.081471693458784,2.5650385713306236,0.0017621001237414797
2009-05-27,4.051713291047538,4.570845677477419,4.119832383117002,2.5748477169647783,0.0017688386956011518
2009-05-28,4.5637656603558145,4.522398422515311,4.134134724289927,2.573437861333909,0.0017678701695098174
2009-05-29,3.625191727117314,4.358473000648603,3.771659112572937,2.5886677079716676,0.001778332590989521
2009-05-30,2.4867739426185724,4.584346517703239,4.002167171111687,2.1256369690647063,0.001460245162814587
2009-05-31,2.3465603817672753,4.38998630078666,3.786086030276905,2.1110827934117187,0.0014502469058660452
2009-06-01,12.747014408742452,3.817382471485776,3.5184692391314947,1.9765137439887845,0.0013578022380586066
2009-06-02,19.067073846182872,3.4543889587486287,3.2107257583912,2.0241987929860663,0.0013905603539317495
2009-06-03,13.147229340308543,3.7258959408868657,3.351237342317787,2.3127700089981027,0.0015887996245323693
2009-06-04,21.635407027683446,4.089162466124237,3.5986116675298883,2.518311556478795,0.0017300001469330354
2009-06-05,15.872246694395647,3.6108417501976624,3.3591080352819462,2.9147546692786106,0.002002343988436606
2009-06-06,8.646159569206468,4.5007294999183145,4.005768665704071,2.930650181288376,0.0020132637009089263
2009-06-07,2.7620842229849685,4.470210723693947,4.197835902627871,3.0679777737269536,0.0021076034002545023
2009-06-08,11.325386190400826,4.400674253702164,3.857881577909492,2.9868793189206775,0.0020518913346167333
2009-06-09,4.344979235108303,4.32189187197906,3.972871661768116,3.1198772802160635,0.002143256714722652
2009-06-10,3.399329180774638,4.396364358804903,3.9823629903668296,2.683172676755793,0.0018432545064140935
2009-06-11,1.145846856292641,4.654567834072927,4.14923304896976,2.475679960065136,0.001700713592666198
2009-06-12,1.3664990437345845,4.817552086585689,4.172258176478097,2.25046061896594,0.0015459950503192911
2009-06-13,1.6305549063322795,4.628521546012183,4.090795989654774,2.0203060709066345,0.0013878861773581395
2009-06-14,1.6596917637695197,4.3293333406309324,3.747641801597172,1.882279465918254,0.0012930662785667262
2009-06-15,13.452556150264744,3.90078822920805,3.500231810337807,1.9436921238776723,0.0013352548262942742
2009-06-16,16.42769951568678,3.9217057837553546,3.3910387637654007,1.9701382376113912,0.0013534224674375782
2009-06-17,18.600429098863962,3.6245626804784687,3.2517650845718107,2.1316027867375373,0.0014643434902927822
2009-06-18,13.327168090024504,3.5078609266396654,3.1547798075760705,2.322269327216319,0.0015953253547864351
2009-06-19,7.186515200011619,3.819207469157964,3.320355920482516,2.7106024691603325,0.0018620979035974617
2009-06-20,16.562186163075445,3.4416252251963675,3.116363991207794,2.808093543942521,0.0019290711791097547
2009-06-21,20.91124539484025,2.197567306420611,1.9053646885871824,3.022550078023956,0.002076396014480956
2009-06-22,21.876445186760616,3.4804140819846867,3.0337179385286195,3.4755643157589393,0.00238760242412
2009-06-23,13.321269060864534,3.153980013117271,3.028291006113434,3.4780464463242384,0.0023893075690738187
2009-06-24,12.981399424149442,3.814942626790567,3.6235049069907324,3.792407706299455,0.002605263781698918
2009-06-25,9.4666045069504,3.856215141969213,3.620869446435919,3.8657821169400775,0.002655669674036914
2009-06-26,7.590756359150486,3.779416577171656,3.5746981329085648,3.7493400823003595,0.0025756776903136766
2009-06-27,11.048167495309446,4.1448096409248345,3.6988540189689125,4.060445303199207,0.0027893971073897706
2009-06-28,7.351246181563376,4.243804894285485,3.884295853213403,3.9605051059470275,0.0027207413624379677
2009-06-29,16.17902548635437,3.729595055110356,3.4427557869822367,4.573648688349807,0.0031419515518281253
2009-06-30,13.355612900195023,3.5660614740378254,3.3142207478255514,5.148087734717797,0.0035365729528474017
2009-07-01,19.66915775909379,4.080392948254357,3.8614161647837815,5.578362513983285,0.003832158075917594
2009-07-02,9.390230995243884,3.840793175766593,3.5967164819094966,4.6274747215087615,0.0031789283290002144
2009-07-03,12.394037474772466,4.198103800486282,3.6309335682272867,4.214696910306763,0.0028953630679057355
2009-07-04,0.6797331256368825,5.113105503698463,4.057519243322261,4.0697716821883025,0.002795804033879855
2009-07-05,0.8203883136659338,4.749152235891256,3.9631573043244206,3.677183923553954,0.0025261086983784818
2009-07-06,4.182055832119561,4.455260894106346,3.9256831973984045,2.971113270032394,0.0020410605592017083
2009-07-07,3.656610499111496,3.781689287005168,3.227037703372996,2.743275523813678,0.0018845432556054843
2009-07-08,16.643583955093423,3.81568313926126,3.53361881337961,2.752202228461653,0.001890675618502718
2009-07-09,13.25253158877381,3.446082766671022,3.14575013297529,2.928380176833009,0.0020117042798630195
2009-07-10,4.077232444558736,4.119531689195751,3.559690442226767,3.875323337041418,0.002662224189555367
2009-07-11,2.9027951277447404,5.083733198343174,4.06611598956915,3.5909939660691594,0.002466898931926337
2009-07-12,7.393029241407401,4.130309618574984,3.2847508307181172,3.697775190087023,0.0025402542452374875
2009-07-13,7.551510323733382,4.271569599494926,3.57204816858125,3.8363051723389545,0.00263541994823953
2009-07-14,0.32549960407752726,5.155082889489102,4.255089863162748,3.891491120115135,0.002673330943610938
2009-07-15,0.636423876313469,4.829160536049928,3.8775741361496316,3.012947348312233,0.0020697992438115363
2009-07-16,0.3239213845230907,5.054113466299009,4.24831147948804,2.634957778731737,0.0018101324010687926
2009-07-17,0.2853584585528847,4.813206592961302,3.9282039055434668,2.3499064715846494,0.0016143111961907743
2009-07-18,0.3475945117031935,5.328581016670473,4.324770094675804,2.284901482117573,0.0015696548306826613
2009-07-19,0.2797536781987441,4.851039983875296,3.9593028383118574,2.0287815155818256,0.001393708538970102
2009-07-20,1.4225377702788242,5.057635275394645,4.084062646128224,1.7229077675229516,0.0011835829777688083
2009-07-21,2.289379562793866,4.973619958261224,4.082311456970883,1.675512701478629,0.0011510240709847624
2009-07-22,7.105382779127424,3.850963709502136,3.3833151372123647,1.5637161358585345,0.001074223377102468
2009-07-23,5.2592397983557975,3.737487665682674,3.38780701491306,1.5359672822329553,0.0010551607949823277
2009-07-24,1.9742013936770604,4.505072352931696,3.8219776347098433,1.8021359742569192,0.00123801024231373
2009-07-25,4.932836599156797,4.354040223089132,3.57991409555718,1.8445485283001828,0.0012671463214211321
2009-07-26,11.453489893180787,3.758238184411162,3.4281927162807015,1.8587663734044708,0.0012769135299526618
2009-07-27,1.2847388808445954,5.36403759649442,4.391556097278376,2.037866745519751,0.0013999498037123837
2009-07-28,0.29897703238048845,4.947803581475342,4.009740160660828,1.7210373789498654,0.0011822980801563837
2009-07-29,2.5010754652547336,4.401277797057023,3.847236970072298,1.712992179747261,0.0011767712835347329
2009-07-30,7.975799923933951,4.132636028819592,3.4894497292574655,2.010752755770074,0.0013813233529342006
2009-07-31,7.893179635840493,3.968504523478232,3.426639879633965,1.631097917173091,0.0011205125232070848
2009-08-01,8.578737138908686,3.68087785078874,3.186362897966415,2.059349403642706,0.0014147077083146204
2009-08-02,7.006382846234323,3.60248160770556,3.140684166358917,2.197897479222623,0.0015098858408589856
2009-08-03,1.021917169414868,4.178971435561598,3.48212265730794,1.738460890049913,0.0011942674795286038
2009-08-04,0.43929809280770993,4.710692095236396,3.997652871961436,1.7181404143988976,0.0011803079574148425
2009-08-05,0.8287341993842747,4.938264292749492,3.9973769057120623,1.6359893732003024,0.0011238727983184074
2009-08-06,2.0377720145450646,4.712739977730027,4.13041586045866,1.5684782385669798,0.0010774947905874777
2009-08-07,9.618143841078414,3.9822012872960713,3.4693757746337313,1.6525099197973891,0.00113522188972326
2009-08-08,3.5085127857461518,4.137820604147062,3.607810880199508,1.5079316103978258,0.0010359011778514125
2009-08-09,2.8042012462538946,4.31371168081695,3.7022239657623004,1.564545889651686,0.001074793391634775
2009-08-10,2.526447148785767,4.922683508890979,4.085774764406847,1.792674660393587,0.0012315106198457972
2009-08-11,0.6104702797700775,4.842641296130358,3.939910961553258,1.3357194657336953,0.000917596897824531
2009-08-12,6.243960927192897,4.478579995703226,3.9702414327891358,1.3123940729280315,0.0009015730929552509
2009-08-13,6.392710785198874,4.315705449155837,3.745632816546629,1.347872947207364,0.0009259459540328875
2009-08-14,2.6804997129895747,4.440671683642151,3.852733399800457,1.3562025273628422,0.0009316681113472972
2009-08-15,3.880178503572729,4.542502228771281,4.03084382857786,1.2070329612274115,0.0008291933517535848
2009-08-16,4.379771311158434,4.552893713595886,3.996734385099099,1.3327240417339523,0.0009155391365652658
2009-08-17,17.131133402092317,3.1142096030390083,2.7695650548499966,1.218059078592611,0.0008367679445845718
2009-08-18,9.885975092029014,3.685816477881953,3.424883972490558,1.2769374747378086,0.0008772155348441334
2009-08-19,9.652449521800026,3.7401968367257217,3.464359570260791,1.4767921785584746,0.001014509376063069
2009-08-20,14.091609844841471,3.881851144096659,3.5671748004914,1.594359745883978,0.0010952745650343937
2009-08-21,1.7573084850825806,4.372954851025987,3.6433539985948893,1.6203056748576177,0.0011130985951156728
2009-08-22,2.819249539487606,4.128975388761705,3.5155923525177952,1.6033632969714795,0.001101459718997661
2009-08-23,4.001405985154826,4.32814522462659,3.673798578877742,1.6755190705827745,0.0011510284463572531
2009-08-24,0.8050005595605122,4.557345643971837,3.9488278926985525,1.557431773948124,0.0010699062198387366
2009-08-25,1.3817075256186235,4.414806528237375,3.7723987972179436,1.475129727307993,0.0010133673247945505
2009-08-26,0.8577562490365938,3.585578219591293,2.9382885799691416,1.4903833872743628,0.0010238461052755423
2009-08-27,12.80425088174142,3.901641026752686,3.5928632880531746,1.4443005407845073,0.0009921886516958054
2009-08-28,12.152969714168648,3.769337217200477,3.6126211188660937,1.5170076951303324,0.0010421361601276992
2009-08-29,8.223655556579358,4.30148694900665,3.863862378914925,1.6129730262529725,0.001108061298149454
