date,evap_reference_mm,EQUILIBRIUM_OPEN_WATER_PROXY__RAW,EQUILIBRIUM_OPEN_WATER_PROXY__SCALE,EQUILIBRIUM_OPEN_WATER_PROXY__AFFINE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__RAW,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__SCALE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__AFFINE,PM_REFERENCE_DEMAND_PROXY__RAW,PM_REFERENCE_DEMAND_PROXY__SCALE,PM_REFERENCE_DEMAND_PROXY__AFFINE,RADIATION_ENERGY_PROXY__RAW,RADIATION_ENERGY_PROXY__SCALE,RADIATION_ENERGY_PROXY__AFFINE,AERO_VPD_WIND_INDEX__RAW,AERO_VPD_WIND_INDEX__SCALE,AERO_VPD_WIND_INDEX__AFFINE,TRANSPARENT_COMBINATION_PT_PLUS_AERO
2006-12-24,3.365664765309232,4.104545006009248,3.2833333445312656,3.3585640026478325,5.171726707571652,3.283333344531265,3.3585640026478325,3.2325594806877533,3.169034728937019,3.296597392601044,6.023235065669671,3.3193111827074455,3.3747786734337595,0.6332511085634289,2.5297472391040707,3.4528223446976627,3.358564002647825
2006-12-25,3.077192917491789,3.6903896132837404,2.9520395692742576,3.128173047157617,4.649890912737513,2.9520395692742576,3.1281730471576172,2.8897464539311315,2.83295850394746,3.0817080569860122,5.39660916256727,2.973987391611024,3.1220217449941527,0.6472218828581007,2.5855584761033534,3.4528223446976627,3.1281730471576097
2006-12-26,3.180703804896294,3.6234608714249354,2.8985015109679617,3.090941184292975,4.565560697995418,2.8985015109679613,3.0909411842929746,3.0191403523659694,2.959809613819476,3.1628174860248377,5.3831696002453775,2.966581057802136,3.116600739454426,0.7587120566444543,3.030945709555011,3.4528223446976627,3.0909411842929675
2006-12-27,3.567484623063051,3.7584892833121972,3.0065142837745635,3.1660562869318802,4.735696496973368,3.0065142837745626,3.16605628693188,3.132804149019115,3.0712397425359375,3.2340666388862807,5.706124412958639,3.144556433104732,3.2468683617822776,0.8959581428225157,3.579224114269424,3.4528223446976627,3.1660562869318727
2006-12-28,3.1247948130603915,3.7186081840690246,2.9746123451260744,3.143870786701718,4.685446311926971,2.974612345126074,3.143870786701718,2.8798367246816583,2.8232435160768383,3.0754962302223348,5.518077065516237,3.0409264640866396,3.171017252363665,0.6470142667452106,2.584729079547588,3.4528223446976627,3.143870786701711
2006-12-29,2.906856280034816,3.540035973015271,2.831767743811903,3.0445326564942907,4.460445325999242,2.831767743811903,3.0445326564942907,2.839152557183268,2.7833588548693484,3.0499937170696287,5.168670879732965,2.8483741484069887,3.030080157584891,0.794947020285975,3.175699185690445,3.4528223446976627,3.0445326564942836
2006-12-30,2.883745048288016,3.884808270841539,3.1075601593089544,3.2363264143879538,4.894858421260339,3.107560159308954,3.2363264143879538,3.122904181615255,3.0615343246756908,3.2278609312498077,5.580672802404909,3.0754220013152334,3.196265979093701,0.7944451843325949,3.1736944231240973,3.4528223446976627,3.2363264143879467
2006-12-31,3.131930259082816,4.113906320913358,3.290821706171428,3.3637716187341744,5.183521964350831,3.2908217061714278,3.3637716187341744,3.3639852741257763,3.2978778039589782,3.3789804971807462,5.918496243007567,3.2615912462388397,3.3325310373667136,0.905854189629343,3.618757400116185,3.4528223446976627,3.3637716187341673
2007-01-01,3.121167262783875,3.776007089996286,3.020527237396637,3.175801286733718,4.757768933395321,3.020527237396637,3.175801286733718,3.257737598152393,3.1937180577764073,3.3123800744471885,5.480419804145122,3.0201741329196703,3.1558277530619505,1.0865785210908787,4.340725150936088,3.4528223446976627,3.175801286733711
2007-01-02,2.8433839719252454,3.36216362040672,2.689482977647845,2.945583851305275,4.2363261617124675,2.689482977647845,2.945583851305275,2.8998589697704964,2.842872293340456,3.088046998742915,4.8831561109032595,2.6910313990917243,2.914914417330218,0.890880489846261,3.5589396198183225,3.4528223446976627,2.9455838513052677
2007-01-03,2.8478389578652816,3.6555663244275682,2.9241835059833643,3.1088011617884876,4.606013568778736,2.9241835059833643,3.1088011617884876,3.1864745784585997,3.123855465719631,3.2677094763056775,5.2962906075045995,2.9187033958808075,3.0815570758548745,0.9939578592086263,3.9707189077379352,3.4528223446976627,3.1088011617884805
