date,evap_original_mm,EQUILIBRIUM_OPEN_WATER_PROXY__RAW,EQUILIBRIUM_OPEN_WATER_PROXY__SCALE,EQUILIBRIUM_OPEN_WATER_PROXY__AFFINE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__RAW,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__SCALE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__AFFINE,PM_REFERENCE_DEMAND_PROXY__RAW,PM_REFERENCE_DEMAND_PROXY__SCALE,PM_REFERENCE_DEMAND_PROXY__AFFINE,RADIATION_ENERGY_PROXY__RAW,RADIATION_ENERGY_PROXY__SCALE,RADIATION_ENERGY_PROXY__AFFINE,AERO_VPD_WIND_INDEX__RAW,AERO_VPD_WIND_INDEX__SCALE,AERO_VPD_WIND_INDEX__AFFINE,TRANSPARENT_COMBINATION_PT_PLUS_AERO
2008-12-15,2.616704408060216,3.838772430203024,3.0707348813815174,3.210717086348774,4.8368532620558105,3.0707348813815174,3.210717086348774,3.075883574894376,3.015437744994981,3.198386476810132,5.6028233085755765,3.087628800823025,3.205200646293639,0.8695011524068292,3.473532236980935,3.4528223446976627,3.210717086348767
2008-12-16,2.585412411252436,3.151368648688498,2.520862543838816,2.8283204863950853,3.9707244973475078,2.520862543838816,2.8283204863950853,2.7217236879112794,2.6682376429857046,2.976384461497795,4.6714485189814905,2.5743626372605166,2.829519670007193,0.9982620799267883,3.9879136513886273,3.4528223446976627,2.828320486395078
2008-12-17,2.5605639198389203,3.8685200101246533,3.0945307517965817,3.2272654000543213,4.874335212757063,3.094530751796581,3.2272654000543213,3.436130453424808,3.368605219831733,3.4242040693246443,5.598763409005392,3.0853914533017917,3.2035630380491464,1.197801748247975,4.7850459709394,3.4528223446976627,3.227265400054314
2008-12-18,2.799870650001241,3.9285112660543082,3.1425193329147736,3.26063800129883,4.949924195228428,3.142519332914773,3.26063800129883,3.4897299384027436,3.421151392721358,3.457802435831275,5.721648481735031,3.1531115060063852,3.2531301775185555,1.316207619135184,5.258060421163022,3.4528223446976627,3.2606380012988225
2008-12-19,2.690887812678391,3.941772220981944,3.1531271190227317,3.2680149523905078,4.96663299843725,3.1531271190227317,3.2680149523905078,3.358483745859509,3.292484389161141,3.375531912495413,5.805768914479774,3.1994689684098176,3.287061143497307,1.0609654619646651,4.238404657954182,3.4528223446976627,3.2680149523905007
2008-12-20,2.7911364672766235,3.862168580219952,3.089450076213532,3.2237321561797376,4.866332411077139,3.0894500762135317,3.223732156179737,3.046617676743396,2.9867469666293944,3.180041405535154,5.77179797336592,3.1807481110139295,3.273358564830147,0.904006322701043,3.611375437105171,3.4528223446976627,3.22373215617973
2008-12-21,2.527277117936934,3.6933531882701733,2.954410210735791,3.1298216575217075,4.653625017220419,2.954410210735791,3.1298216575217075,2.805972987152459,2.750831314278986,3.029195394942346,5.496885466372066,3.0292481033300387,3.162469371591605,0.7639357687536589,3.0518136892670613,3.4528223446976627,3.1298216575217004
2008-12-22,2.4371554829039668,3.036177953001539,2.428718481202146,2.7642409285550875,3.825584220781939,2.4287184812021456,2.764240928555087,2.616298409172136,2.564884132670365,2.910299551249132,4.58265457698231,2.525429676580559,2.7937035891004802,0.9462210318892706,3.780017137963407,3.4528223446976627,2.76424092855508
2008-12-23,2.3420545836434563,3.372271859381538,2.697568823468008,2.9512069745982155,4.249062542820738,2.6975688234680075,2.9512069745982155,2.9548869793929287,2.8968189181743065,3.1225408233792145,5.0074795208143374,2.7595440970507044,2.965061727019596,1.007126185644054,4.023324480777067,3.4528223446976627,2.9512069745982084
2008-12-24,2.317045871200325,3.6008523670707704,2.880416374586869,3.078364274727504,4.53707398250917,2.8804163745868685,3.078364274727504,2.9634532297198897,2.905216828543811,3.1279105021772713,5.308221637479477,2.9252784009711035,3.086369597128956,0.8947751917010036,3.574498394419633,3.4528223446976627,3.078364274727497
2008-12-25,2.3883724645879214,3.5057613346961256,2.8043505604943264,3.025465980531283,4.417259281717119,2.8043505604943264,3.025465980531283,3.017818350697203,2.958513591511128,3.161988800887138,5.138199905604451,2.8315820683918416,3.0177893317681557,1.0981368691028592,4.3868990913785195,3.4528223446976627,3.025465980531276
2008-12-26,2.1662516615275247,3.2967592715112364,2.6371643213067637,2.9091999946661486,4.153916682104158,2.6371643213067637,2.9091999946661486,2.860339888246298,2.804129822380809,3.0632748095026257,4.792225584100708,2.640920999750763,2.878236519812387,0.9787727742572072,3.910056674049061,3.4528223446976627,2.9091999946661415
2008-12-27,2.508800491166668,4.011214263575791,3.208675632591698,3.3066449420644375,5.054129972105497,3.208675632591698,3.3066449420644375,3.2907637860875627,3.2260952304645603,3.3330822503546527,5.82244259530978,3.2086575746376202,3.2937866687772375,1.079478168852435,4.31236026340732,3.4528223446976627,3.3066449420644304
2008-12-28,2.346354991989929,3.5073936489758366,2.8056562915547687,3.0263740224236946,4.419315997709554,2.8056562915547687,3.0263740224236946,3.015877634935876,2.956611013791094,3.1607722802533837,5.128613945889129,2.82629939505548,3.013922722166167,1.1671650505393976,4.662656763253115,3.4528223446976627,3.0263740224236875
2008-12-29,2.194383074601355,2.876923234034246,2.301326449127034,2.675648947106428,3.62492327488315,2.301326449127034,2.6756489471064278,2.7217824375803983,2.6682952381337177,2.9764212882120074,4.261828197264976,2.348627247604646,2.664294495256333,1.1717259837869682,4.680877036592951,3.4528223446976627,2.675648947106421
2008-12-30,2.0722924694930094,2.781705342904242,2.225159157384495,2.622680082514716,3.504948732059345,2.225159157384495,2.622680082514716,2.6513123470780644,2.599209992993629,2.93224773077153,4.123334156302886,2.272305335228361,2.6084312948564508,1.1140187840846107,4.450345060968555,3.4528223446976627,2.6226800825147087
2008-12-31,2.135865492538564,3.248082468212802,2.598226467990269,2.882121522626142,4.0925839099481305,2.598226467990269,2.882121522626142,2.8587495465795754,2.802570733367032,3.062277917793474,4.796135712657909,2.6430758107956973,2.8798137161571744,0.9956719816283256,3.977566580643803,3.4528223446976627,2.882121522626135
2009-01-01,2.0624350526371704,2.9256703415250183,2.3403205406133205,2.702766528742331,3.686344630321523,2.34032054061332,2.702766528742331,2.5600682746637444,2.5097590065483297,2.875052185183809,4.3769251870541375,2.412055408906309,2.7107202198676554,0.9235334490136105,3.6893835024821398,3.4528223446976627,2.7027665287423237
2009-01-02,2.477322558921924,3.9927176002991724,3.1938796658743698,3.2963554130602715,5.0308241763769574,3.1938796658743693,3.2963554130602715,3.205393321194356,3.142402426143908,3.279568524065973,5.93311883573047,3.269649529705469,3.3384292321335844,0.9086883592225685,3.6300795006331184,3.4528223446976627,3.2963554130602644
2009-01-03,2.3838412352097995,3.9304419656672103,3.1440637502394795,3.2617120322939446,4.952356876740685,3.1440637502394795,3.261712032293945,3.1389367761614766,3.077251854149002,3.2379108223604764,5.787149579713521,3.189208142552886,3.279550815817256,0.9579924627472934,3.8270423137754834,3.4528223446976627,3.2617120322939375
2009-01-04,2.246217378039763,3.8731128800725863,3.0982047090866263,3.229820372691,4.880122228891459,3.098204709086626,3.229820372691,3.004171479036324,2.945134901809347,3.153434379218349,5.616429537712281,3.0951269821218683,3.2106888788534684,0.9674876798333427,3.864974342449889,3.4528223446976627,3.229820372690993
2009-01-05,2.4744213485250035,4.1811413183022355,3.3446047463191615,3.4011738488219336,5.268238061060817,3.3446047463191615,3.4011738488219336,3.3102619925934316,3.2452102673071117,3.3453045298910293,6.036928071323925,3.326857185195726,3.3803019083226142,1.0634386671448992,4.2482847574784115,3.4528223446976627,3.4011738488219265
2009-01-06,2.270278971367492,3.763337750720239,3.010392700185491,3.16875344615864,4.741805565907501,3.0103927001854904,3.1687534461586395,3.064595801097293,3.0043717932656944,3.191310834922259,5.49241528092749,3.0267846536434195,3.160666269713862,1.0799371363669688,4.314193772716706,3.4528223446976627,3.1687534461586324
2009-01-07,2.229745233012923,3.5553344408511527,2.8440053900046602,3.053043057865742,4.479721395472453,2.8440053900046602,3.053043057865742,2.8228321426111376,2.767359161475083,3.0397634085030383,5.154722514045822,2.8406874209754602,3.0244539202232055,1.1976847886200612,4.784578734022164,3.4528223446976627,3.053043057865735
2009-01-08,2.0456513530522025,3.193622927789571,2.5546628513804723,2.8518261654388413,4.023964889014859,2.5546628513804723,2.851826165438841,2.6692519938622934,2.61679709820352,2.9434930408319557,4.668018253421458,2.5724722712513985,2.8281360320465003,1.1144067966429947,4.451895115417786,3.4528223446976627,2.8518261654388337
2009-01-09,2.2149051700943945,3.8198542944655633,3.0556017677739837,3.2001930959693086,4.81301641102661,3.0556017677739837,3.2001930959693086,3.2691149464639047,3.2048718237435296,3.3195118653328866,5.547667482231113,3.057233282603898,3.1829528949904238,1.2582574145535004,5.0265576759430415,3.4528223446976627,3.2001930959693015
2009-01-10,2.009313165387506,3.408922518031734,2.726886647847822,2.971595409504726,4.295242372719985,2.7268866478478215,2.971595409504726,2.978885536256169,2.9203458665872706,3.1375841080199773,4.949822240607864,2.727770066506112,2.9418049848788415,1.208074330132044,4.826083460346481,3.4528223446976627,2.971595409504719
2009-01-11,1.723327673971653,2.6394588265317065,2.1113724332370962,2.5435496126527823,3.3257181214299503,2.111372433237096,2.5435496126527823,2.316543983228573,2.271020340946531,2.722401121460442,3.8906565466126772,2.1440803226911025,2.514578044215524,0.9257220627140881,3.698126699914212,3.4528223446976627,2.5435496126527752
2009-01-12,2.0566251069805737,3.286230765798144,2.6287422930855424,2.9033430807306315,4.140650764905661,2.628742293085542,2.9033430807306315,2.959401289594402,2.901244515256474,3.125370579089296,4.837519612312378,2.6658818343709783,2.8965063988434934,1.1681664659489648,4.666657274003575,3.4528223446976627,2.9033430807306244
2009-01-13,1.942965595808845,3.323478176968968,2.6585374754786177,2.924063483748227,4.1875825029808995,2.6585374754786173,2.9240634837482267,2.8386419078853655,2.7828582406133613,3.0496736210411997,4.851745899308347,2.6737217199140932,2.9022447390340265,0.9309249224789716,3.7189113775052522,3.4528223446976627,2.9240634837482196
2009-01-14,1.7433325627476846,2.589292875192257,2.0712433712943468,2.5156427408235613,3.2625090227422437,2.0712433712943463,2.515642740823561,2.422452509682763,2.374847602418133,2.788788951295932,3.801394349460955,2.0948893138779994,2.4785730870853793,0.9749950125918918,3.894965058711024,3.4528223446976627,2.515642740823554
2009-01-15,2.1936866465962366,3.9084860579690988,3.1265006430621627,3.249498156434611,4.924692433041065,3.1265006430621627,3.249498156434611,3.5393611622866414,3.469807286933785,3.4889133327160176,5.711795564039322,3.1476817162782593,3.2491558872751973,1.2754296228480926,5.0951581820220815,3.4528223446976627,3.249498156434604
2009-01-16,1.8653645272818788,2.793184674345568,2.2343417760764694,2.6290659323324648,3.5194126896754154,2.2343417760764694,2.6290659323324643,2.6581328931366826,2.605896504861147,2.9365231301778327,4.111442745791031,2.2657521638080493,2.603634754558786,1.0910920045763628,4.358755869290529,3.4528223446976627,2.6290659323324572
2009-01-17,1.875639000929905,2.7191303502478426,2.1751037774040682,2.5878701715462107,3.4261042413122818,2.1751037774040682,2.5878701715462107,2.6329666359002237,2.581224803178265,2.92074788281158,4.0827267192231975,2.2499272081039607,2.592051807482483,1.0572730089540416,4.2236538384406765,3.4528223446976627,2.5878701715462036
2009-01-18,2.221805491607707,3.6932123484869406,2.954297549294426,3.1297433096049594,4.653447559093546,2.954297549294426,3.1297433096049594,3.446495234460291,3.378766317022831,3.4307011413046173,5.477971733928289,3.018825039490941,3.154840295145596,1.3619134894619467,5.440648809412792,3.4528223446976627,3.1297433096049523
2009-01-19,2.2111374630846763,3.8211707214924173,3.0566548123249837,3.2009254125970217,4.814675109080446,3.0566548123249837,3.200925412597022,3.1669712431029367,3.1047354008170505,3.255483981794843,5.631967879276735,3.1036899205350794,3.2169564516866886,1.0647055148103373,4.253345631973014,3.4528223446976627,3.2009254125970146
2009-01-20,2.2809905947328226,3.3207499387572295,2.6563550860836154,2.9225457891354134,4.184144922834109,2.6563550860836154,2.9225457891354134,2.662519514864382,2.6101969227438926,2.9392728454893486,4.913906854409752,2.70797765566063,2.9273180914162302,0.7490620603858192,2.9923953603135756,3.4528223446976627,2.9225457891354063
2009-01-21,2.510218292404458,3.7253078685176932,2.9799715986647604,3.1475977614767023,4.693887914332294,2.9799715986647604,3.1475977614767023,3.28779526539486,3.2231850457564537,3.331221459224719,5.640846503400905,3.1085827922263047,3.2205377491582494,1.23773200483248,4.944561611710285,3.4528223446976627,3.1475977614766952
2009-01-22,2.313986173822939,3.814007466885006,3.050924736841965,3.196940557872421,4.805649408275108,3.050924736841965,3.196940557872421,3.0946977367035533,3.0338821796682884,3.210179968934917,5.7600639604250885,3.1742816789474593,3.268625512694078,0.8756832743598022,3.4982289263840007,3.4528223446976627,3.1969405578724137
2009-01-23,2.46761415847042,4.208693228833676,3.366644243125989,3.416500731205731,5.302953468330432,3.366644243125989,3.4165007312057316,3.313132189586033,3.2480240605266286,3.347103687672925,6.25432716405301,3.4466624446183673,3.4679923894401514,0.8961156283193883,3.579853246213332,3.4528223446976627,3.416500731205724
2009-01-24,2.4338903841698354,4.165117774109438,3.3317870925064352,3.392260093932437,5.248048395377892,3.331787092506435,3.392260093932437,3.304515546104003,3.2395767473048434,3.3417024203681107,6.130739096076805,3.378554982165046,3.4181416885693543,1.0720193713934643,4.2825634386979665,3.4528223446976627,3.39226009393243
2009-01-25,2.2182059050960974,3.829995543228172,3.063714018990309,3.205834582313131,4.825794384467497,3.063714018990309,3.205834582313131,3.3174273861118526,3.252234849852935,3.349796093899438,5.646337058889806,3.1116085519774823,3.222752429295044,1.2228784762526879,4.88522389811208,3.4528223446976627,3.205834582313124
2009-01-26,2.399937772890154,4.275603069994153,3.4201671822673196,3.4537220797802695,5.387259868192633,3.420167182267319,3.4537220797802695,3.644435354922444,3.572816610526195,3.5547781677236543,6.299778006074581,3.4717096968907466,3.4863255211659374,1.32114932283724,5.277801817787036,3.4528223446976627,3.4537220797802624
2009-01-27,2.462537731579146,4.105562787293353,3.2841474945095577,3.3591301853093256,5.173009111989625,3.2841474945095577,3.3591301853093256,3.549097693249291,3.4793524801295628,3.495016591654437,6.039586850878552,3.32832239726396,3.3813743583287477,1.4406888751501457,5.755345162501165,3.4528223446976627,3.3591301853093185
2009-01-28,2.1517925494786594,3.992789613980237,3.193937271509088,3.2963954736295173,5.030914913615098,3.1939372715090877,3.296395473629517,3.177315702046495,3.114876575276499,3.2619683150499394,5.815990691624951,3.2051020308447398,3.2911842175381625,0.9701446478015243,3.8755885479222543,3.4528223446976627,3.29639547362951
2009-01-29,2.1308257945814844,4.007240546400553,3.205496951864822,3.3044343985995166,5.049123088464697,3.2054969518648218,3.304434398599517,3.210976358637697,3.147875748338474,3.2830682020632307,5.8326902598608985,3.214304903219405,3.297920184807769,1.0002158165291453,3.99571854854382,3.4528223446976627,3.3044343985995095
2009-01-30,2.13599325785506,4.095214989602762,3.275870019381318,3.3533737976368974,5.15997088689948,3.2758700193813173,3.353373797636897,3.4509675845762597,3.3831507785995303,3.4335045947035474,5.960139412604769,3.2845401494478836,3.3493282996339873,1.1313271052428133,4.519489318390891,3.4528223446976627,3.35337379763689
2009-01-31,2.071542465679131,3.15075322933213,2.5203702537334145,2.827978134089571,3.969949068958484,2.5203702537334145,2.8279781340895704,3.144834678110781,3.0830338532790647,3.2416078704085027,4.67368383046115,2.5755944826576123,2.8304213091844233,1.5166694211236251,6.058876532289168,3.4528223446976627,2.8279781340895633
2009-02-01,1.9613749868401027,3.7149852311752256,2.9717142499597498,3.1418553702817955,4.680881391280784,2.9717142499597493,3.1418553702817955,3.293440678667888,3.228719517999984,3.3347602369631,5.436575043300761,2.996011967009308,3.138142453069845,1.1630363829305101,4.646163329063231,3.4528223446976627,3.1418553702817884
2009-02-02,1.949636505255364,3.800634681431808,3.0402274945596983,3.1895013964556096,4.788799698604078,3.040227494559698,3.189501396455609,2.958533048868688,2.900393336792689,3.1248263300143178,5.545706082824039,3.0561523858906408,3.182161741469446,0.9084715236013574,3.629213273465601,3.4528223446976627,3.189501396455602
2009-02-03,1.997148622894472,3.583649719098224,2.8666555246949073,3.0687945949093214,4.515398646063762,2.866655524694907,3.0687945949093214,3.346074559222541,3.2803190620742453,3.367753322815873,5.247275072334205,2.8916916966454913,3.061786083219309,1.388151791072332,5.545467056329456,3.4528223446976627,3.0687945949093143
2009-02-04,2.200093345579214,3.7519015834572906,3.001244609653385,3.162391608188796,4.727395995156186,3.001244609653385,3.1623916081887966,3.58504076788897,3.514589218224691,3.5175471923797286,5.581540053361855,3.0758999298317566,3.1966157949678595,1.4854615393728774,5.934205526380723,3.4528223446976627,3.162391608188789
2009-02-05,2.6035006693204923,4.197877132757516,3.3579921638206054,3.410483833313225,5.28932518727447,3.357992163820605,3.410483833313225,4.068526448886854,3.9885736640422436,3.8206159460732003,6.442042376794916,3.5501093793677487,3.5437095284207243,1.7092315742098083,6.828134680499602,3.4528223446976627,3.4104838333132177
2009-02-06,2.5616530712380827,4.066478652334321,3.252883068521957,3.337388029210713,5.123763101941244,3.252883068521957,3.337388029210713,4.007996906583211,3.9292336200823725,3.782673533984099,6.278960816081641,3.4602376671952846,3.477928662728856,1.7293978722929169,6.9086961453100235,3.4528223446976627,3.337388029210706
2009-02-07,2.567786581200862,4.28232158826131,3.425541501472032,3.457459531640699,5.395725201209251,3.425541501472031,3.457459531640699,3.9836095130682443,3.9053254762542693,3.767386510502538,6.503812361706658,3.584149857522393,3.568625178378306,1.710416091097588,6.832866655360776,3.4528223446976627,3.4574595316406915
2009-02-08,2.2492461708433424,4.1066165739608635,3.284990446139615,3.3597163974448545,5.174336883190688,3.2849904461396147,3.3597163974448545,3.6870443292089736,3.614588253116254,3.581487229109967,6.155845076065401,3.3923904973359473,3.4282684808962696,1.4920407899207844,5.9604886874899075,3.4528223446976627,3.3597163974448474
2009-02-09,2.181958056519872,4.725603299813474,3.780134184078575,3.704053198823802,5.954260157764978,3.7801341840785745,3.704053198823802,3.9520827154782756,3.874418228591336,3.7476242142669647,6.909391935252061,3.807658453695253,3.7322204698267494,1.310047584299427,5.2334519666213595,3.4528223446976627,3.704053198823795
2009-02-10,1.89975589453075,4.4790619967743535,3.5829193210700274,3.566904468244234,5.643618115935685,3.5829193210700265,3.566904468244234,3.663445051226703,3.591452737141853,3.5666942289297117,6.489599080837874,3.576317139453723,3.562892084362152,1.1102923720194975,4.435458579909137,3.4528223446976627,3.5669044682442266
2009-02-11,2.0090546299212995,4.549333228054425,3.639131124445392,3.6059957281975237,5.732159867348575,3.6391311244453917,3.6059957281975237,3.70537176171869,3.632555523467358,3.5929756192473064,6.610013142778422,3.642675456536945,3.6114625125655575,1.259862685672219,5.032970503533354,3.4528223446976627,3.6059957281975166
2009-02-12,1.869282996726077,3.7999205692489806,3.0396562574705253,3.1891041422099358,4.787899917253716,3.0396562574705253,3.189104142209936,3.3442205023028655,3.278501440216711,3.3665911235160655,5.543991098797941,3.0552072848620524,3.181469982490742,1.3338401495508463,5.32849984801003,3.4528223446976627,3.189104142209929
2009-02-13,1.9072039167861587,4.240859486191757,3.3923748771421685,3.4343945336225072,5.343482952601613,3.3923748771421685,3.4343945336225072,3.453293307149725,3.385430797157338,3.4349624534767838,6.1759951656147365,3.403494898350426,3.436396256522935,1.0878936451139147,4.345978882546447,3.4528223446976627,3.4343945336225
2009-02-14,1.712958862778202,3.520655543582775,2.8162648293368786,3.033751496250597,4.436025984914297,2.8162648293368786,3.0337514962505976,2.8654409149768414,2.8091306061123706,3.066472343317055,5.147883438786168,2.836918512948255,3.0216952987754815,0.7172990477079446,2.865506686072222,3.4528223446976627,3.03375149625059
2009-02-15,2.037775896866622,4.258189725974949,3.406237791074303,3.444035191628307,5.365319054728436,3.406237791074303,3.444035191628307,3.5526825486233555,3.482866887597236,3.497263726767408,6.1471309408979105,3.3875882729509255,3.4247535319801177,0.938997713132015,3.751161016850899,3.4528223446976627,3.4440351916283
2009-02-16,1.9725373016405168,3.4525100614570117,2.761753468536813,2.9958427716147176,4.350162677435835,2.7617534685368126,2.995842771614717,2.9093438940383036,2.8521708242988484,3.093992540234006,5.05567187733504,2.786102155332696,2.984500680864517,0.946722295667702,3.7820196147730036,3.4528223446976627,2.99584277161471
2009-02-17,2.3375178118576625,4.418133898634264,3.534181335264207,3.5330107100238735,5.566848712279173,3.534181335264207,3.5330107100238735,3.9454119398909886,3.8678785439756767,3.743442697165496,6.46248673240402,3.5613759458318954,3.551955999723778,1.5653678964593056,6.253419947789049,3.4528223446976627,3.5330107100238664
2009-02-18,2.34530068691149,4.878613394641757,3.902530977307564,3.7891713514938576,6.147052877248614,3.9025309773075634,3.7891713514938576,4.0021462822909,3.9234979695308314,3.7790061215202186,7.057476833545645,3.889265738408014,3.79195225533971,1.3250860377481763,5.293528428514451,3.4528223446976627,3.78917135149385
2009-02-19,2.197435311014616,4.582899095789184,3.6659813435586703,3.6246681213984853,5.774452860694372,3.66598134355867,3.6246681213984853,3.512886164173309,3.4438525631395485,3.472317712623021,6.587185685904854,3.6300956000234446,3.602254789337257,1.2695389137692512,5.071625645202098,3.4528223446976627,3.624668121398478
2009-02-20,2.075743167397549,3.91161543245246,3.1290039118955417,3.251238999581826,4.9286354448901,3.1290039118955417,3.251238999581826,3.6071373154369097,3.536251534722617,3.531398219182551,5.6897927457703545,3.1355563052765314,3.2402807917275265,1.5677428671104803,6.262907614476901,3.4528223446976627,3.251238999581819
2009-02-21,2.069938554081868,4.467711576072785,3.573839821464259,3.5605903303226167,5.629316585851709,3.573839821464259,3.560590330322617,4.004015158098224,3.925330119062144,3.7801776099096256,6.466401006271194,3.5635330412926955,3.5535348681281,1.4661306501969817,5.856981400183635,3.4528223446976627,3.5605903303226096
2009-02-22,2.052052321126541,4.378616037782058,3.502569960544078,3.511027276074715,5.5170562076053935,3.5025699605440774,3.511027276074715,3.978368912287002,3.900187861316178,3.7641014859200146,6.366648569043199,3.5085610242979723,3.513298549276161,1.5218363784482782,6.079517784787348,3.4528223446976627,3.5110272760747074
2009-02-23,2.1723855325175805,3.6786956693861335,2.942685276442317,3.1216678103423035,4.635156543426528,2.9426852764423166,3.1216678103423035,3.775775378046697,3.7015756007526,3.6371075079353106,5.462461533385744,3.010277609157308,3.1485840733245594,1.8181516789302055,7.2632548571139495,3.4528223446976627,3.121667810342296
2009-02-24,2.030915369025686,3.7571048928546587,3.005406873490492,3.1652861628531257,4.73395216499687,3.005406873490492,3.1652861628531257,3.685848775855533,3.6134161942198952,3.580737806988399,5.5465016581583,3.056590815086066,3.18248264613814,1.6199484593014415,6.471461458165354,3.4528223446976627,3.1652861628531186
