date,evap_original_mm,evap_candidate_mm
2010-11-04,2.653645814794211,2.6297224193829765
2010-11-05,4.046197594055591,3.1533421910104424
2010-11-06,4.127779684794706,3.3281241862228383
2010-11-07,4.233217414781631,3.3675502875892973
2010-11-08,4.140242803234792,3.5159915619664392
2010-11-09,3.5552164630750345,3.162592985242406
2010-11-10,3.357108473924738,3.0137757431523466
2010-11-11,3.390255633351835,3.104822907817588
2010-11-12,3.7981049520303833,3.3660405737321115
2010-11-13,3.139992504928574,2.9959858275654203
2010-11-14,3.035165979742595,3.00347983800255
2010-11-15,3.630259416927145,3.4399942334311904
2010-11-16,3.593613829712925,3.492193275216623
2010-11-17,3.561842241715864,3.3626849283800264
2010-11-18,2.969999703391748,2.8441464781039123
2010-11-19,2.515503073568052,2.336986474742427
2010-11-20,2.7807908848337,2.6977428119037876
2010-11-21,3.2253842904690915,3.009919035429926
2010-11-22,3.80494931511466,3.407340974020412
2010-11-23,3.7840295960011656,3.392867895275575
2010-11-24,3.4841472469909216,3.015787108419155
2010-11-25,3.538003154610177,3.2447842601369477
2010-11-26,3.2896062193077387,3.282159552857607
2010-11-27,3.132272348779144,3.0932629005902292
2010-11-28,2.59557723884006,2.6549952265011276
2010-11-29,3.074710015335327,3.267900476806297
2010-11-30,3.2040135308742324,3.3387239556772923
2010-12-01,3.210562636746704,2.981845857996519
2010-12-02,2.918686226527902,2.7787351550704398
2010-12-03,2.935431799396081,2.8764382570509484
2010-12-04,3.377131523490975,3.273172865544104
2010-12-05,3.540892477465177,3.341425060876493
2010-12-06,3.3523946086753096,3.0542156640219718
2010-12-07,3.4988248372517567,3.161381513654871
2010-12-08,3.010792920516092,3.0896705560100632
2010-12-09,3.5304653084490254,3.147412338241174
2010-12-10,3.966193575904055,3.0647915977144735
2010-12-11,3.2007177320419213,3.095647012464157
2010-12-12,2.962260454330804,3.190041515295972
2010-12-13,3.244098759932032,3.0482520982786676
2010-12-14,3.2153476499289426,3.1712643696116465
2010-12-15,2.677685173793886,2.93479172915482
2010-12-16,3.4863537250926933,3.4662125483121624
2010-12-17,3.1562472180835583,3.27905754386223
2010-12-18,3.059207343561878,3.0419931905077977
2010-12-19,2.7968715453012427,3.0586942406675885
2010-12-20,2.960774452484645,3.1762829717437255
2010-12-21,3.267169007504324,3.163088526042887
2010-12-22,3.0769512606832627,3.0906620260444857
2010-12-23,3.036918791927921,3.1101446489896776
2010-12-24,3.03762940942321,3.1376567523736028
2010-12-25,2.5984579569454054,2.987618031308161
2010-12-26,2.6347899935679515,3.091087648389686
2010-12-27,2.980198587353244,3.3089017841310406
2010-12-28,2.8720337459833503,3.2067524499494455
2010-12-29,2.7087601836240416,3.21892067269225
2010-12-30,2.350164219532577,3.3192994452709788
