stable_z_m,predicted_z_m,residual_m,abs_residual_m,nearest_neighbor_m,n_neighbors
1553.7816666666668,1553.6961901114732,-0.08547655519350883,0.08547655519350883,20.0,8
1552.479,1553.0799487719157,0.6009487719156823,0.6009487719156823,20.0,8
1553.98125,1552.6312549673903,-1.3499950326097405,1.3499950326097405,20.0,8
1553.691875,1553.6636491934757,-0.02822580652423312,0.02822580652423312,20.0,8
1553.7816666666668,1553.6693204942483,-0.11234617241848355,0.11234617241848355,20.0,8
1553.7350000000001,1553.7059449390574,-0.029055060942710043,0.029055060942710043,20.0,8
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,28.284271247461902,8
1553.5949999999998,1553.6463310713925,0.05133107139272397,0.05133107139272397,20.0,8
1553.5949999999998,1553.6634406358373,0.06844063583753268,0.06844063583753268,20.0,8
1553.5949999999998,1553.6864471272797,0.09144712727993465,0.09144712727993465,20.0,8
1552.479,1552.5095982770226,0.03059827702259099,0.03059827702259099,20.0,7
1552.479,1552.9748679420697,0.4958679420697081,0.4958679420697081,20.0,8
1553.924,1552.6249659531163,-1.299034046883662,1.299034046883662,20.0,8
1553.6966666666667,1553.6391760817448,-0.05749058492187942,0.05749058492187942,20.0,8
1553.5949999999998,1553.6653101922323,0.07031019223245494,0.07031019223245494,20.0,8
1553.7083333333333,1553.6381560627192,-0.07017727061406731,0.07017727061406731,20.0,8
1552.479,1552.5324683809838,0.053468380983758834,0.053468380983758834,20.0,8
1552.479,1552.558359516028,0.0793595160280347,0.0793595160280347,20.0,8
1552.479,1552.6398028503838,0.1608028503837886,0.1608028503837886,20.0,8
1553.98125,1553.2543153214062,-0.7269346785938069,0.7269346785938069,20.0,8
1553.98125,1553.1920570900645,-0.7891929099355366,0.7891929099355366,20.0,8
1553.98125,1553.0341443401512,-0.9471056598488303,0.9471056598488303,20.0,8
1553.6308333333334,1553.6619400969723,0.031106763638945267,0.031106763638945267,20.0,8
1553.73,1553.610068599915,-0.11993140008507908,0.11993140008507908,20.0,8
1553.6556249999999,1553.6248777185535,-0.030747281446338093,0.030747281446338093,20.0,8
1553.7816666666668,1553.6148525922374,-0.1668140744293396,0.1668140744293396,20.0,8
1552.479,1552.5904232823236,0.11142328232358523,0.11142328232358523,20.0,7
1552.479,1552.5238090848775,0.04480908487744273,0.04480908487744273,20.0,8
1552.479,1552.5516928848879,0.07269288488782877,0.07269288488782877,20.0,8
1553.98125,1552.9891051519874,-0.9921448480126855,0.9921448480126855,56.568542494923804,8
1553.98125,1552.8133831400637,-1.167866859936339,1.167866859936339,28.284271247461902,8
1552.479,1553.0861183381874,0.6071183381873198,0.6071183381873198,20.0,8
1552.479,1553.1013154261734,0.6223154261733725,0.6223154261733725,20.0,8
1553.3041666666668,1553.675172627287,0.3710059606203231,0.3710059606203231,20.0,8
1553.638,1553.5966957713479,-0.04130422865205219,0.04130422865205219,20.0,8
1552.479,1552.5255334741437,0.046533474143643616,0.046533474143643616,20.0,8
1552.479,1552.6243468834682,0.14534688346816438,0.14534688346816438,28.284271247461902,8
1553.98125,1552.6994687338847,-1.2817812661153312,1.2817812661153312,20.0,8
1553.98125,1552.610567964285,-1.3706820357149354,1.3706820357149354,20.0,8
1552.479,1552.7000526680902,0.22105266809012392,0.22105266809012392,20.0,8
1552.479,1552.625774513059,0.14677451305897193,0.14677451305897193,20.0,8
1552.479,1552.558771955104,0.07977195510397905,0.07977195510397905,20.0,8
1552.479,1552.7456175391096,0.26661753910957486,0.26661753910957486,28.284271247461902,8
1552.479,1552.8309618881485,0.3519618881484803,0.3519618881484803,40.0,8
1553.924,1553.2398346086816,-0.6841653913184018,0.6841653913184018,28.284271247461902,8
1553.98125,1552.9014023430727,-1.0798476569273134,1.0798476569273134,40.0,8
1552.479,1553.0036011264026,0.5246011264025583,0.5246011264025583,20.0,8
1552.479,1552.8309703207372,0.35197032073710943,0.35197032073710943,20.0,8
1553.98125,1552.641963051467,-1.339286948533072,1.339286948533072,28.284271247461902,5
1552.479,1553.0360340763887,0.5570340763886179,0.5570340763886179,20.0,8
1552.479,1552.7764339881358,0.2974339881357082,0.2974339881357082,20.0,8
1552.479,1552.6948911895959,0.21589118959582265,0.21589118959582265,20.0,8
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.479,0.0,0.0,20.0,8
1553.638,1553.434199043807,-0.2038009561929357,0.2038009561929357,44.721359549995796,8
1553.924,1553.2453286283012,-0.6786713716987833,0.6786713716987833,28.284271247461902,7
1553.6950000000002,1552.6920002553547,-1.0029997446454217,1.0029997446454217,20.0,8
1552.479,1552.7201128191284,0.24111281912837512,0.24111281912837512,20.0,8
1552.479,1552.670610217938,0.19161021793797772,0.19161021793797772,20.0,8
1552.479,1553.5550261684482,1.076026168448152,1.076026168448152,28.284271247461902,8
1552.479,1552.8624841391972,0.3834841391972077,0.3834841391972077,63.245553203367585,8
1552.479,1552.479,0.0,0.0,28.284271247461902,8
1553.924,1552.9157525329022,-1.0082474670978172,1.0082474670978172,20.0,5
1552.479,1553.460866343034,0.9818663430339711,0.9818663430339711,28.284271247461902,7
1552.479,1553.1862708633348,0.7072708633347702,0.7072708633347702,20.0,8
1552.479,1552.5657626397742,0.08676263977417875,0.08676263977417875,20.0,8
1552.479,1552.5510817927313,0.07208179273129645,0.07208179273129645,20.0,8
1552.479,1552.985206741261,0.5062067412609395,0.5062067412609395,44.721359549995796,7
1552.479,1553.410411884784,0.9314118847839836,0.9314118847839836,20.0,5
1553.62,1553.3481765757338,-0.27182342426613104,0.27182342426613104,28.284271247461902,7
1552.479,1552.8442070199815,0.36520701998142613,0.36520701998142613,28.284271247461902,8
1552.479,1552.5691383832943,0.09013838329428836,0.09013838329428836,44.721359549995796,4
1552.479,1552.9806654505978,0.501665450597784,0.501665450597784,28.284271247461902,5
1552.479,1553.3650697825076,0.8860697825075476,0.8860697825075476,20.0,7
1553.6449999999998,1552.8827405822797,-0.7622594177200881,0.7622594177200881,20.0,7
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1553.924,1552.479,-1.4449999999999363,1.4449999999999363,20.0,8
1552.479,1552.8993367984037,0.42033679840369587,0.42033679840369587,20.0,8
1552.479,1552.57011926161,0.09111926160994699,0.09111926160994699,28.284271247461902,4
1552.479,1553.4568549088817,0.9778549088816817,0.9778549088816817,20.0,7
1553.98125,1553.623089304743,-0.3581606952570837,0.3581606952570837,20.0,7
1553.7649999999999,1553.2374656859304,-0.5275343140694986,0.5275343140694986,20.0,8
