model,n,obs_mean,sim_mean,bias,relative_bias_pct,mae,rmse,pearson_r,variable,obs_column,cmip_column,obs_trend_per_decade,cmip_trend_per_decade,trend_difference_per_decade
GISS-E2-1-G,12418,6.079980339721177,6.64999160167386,0.5700112619526826,9.375215545167746,5.833852346753137,9.480258102033561,0.33588209743662384,precip_vs_era5,era_precip_mm,pr_mm_day,86.55034280169134,-27.40129002788739,-113.95163282957873
GISS-E2-1-G,12418,4.328760014802917,6.64999160167386,2.321231586870942,53.62347598233914,5.785403939834945,9.329821110290704,0.31960313134055807,precip_vs_chirps,chirps_precip_mm,pr_mm_day,79.57510910232666,-27.40129002788739,-106.97639913021405
GISS-E2-1-G,12418,5.204370177262047,6.64999160167386,1.4456214244118124,27.77706764072527,5.397772942131787,8.6452314632718,0.3720061780947579,precip_vs_consensus,precip_consensus_mm,pr_mm_day,83.06272595200895,-27.40129002788739,-110.46401597989635
GISS-E2-1-G,12418,16.271866007186908,17.409342314702577,1.1374763075156646,6.990447850377255,1.4433508745581278,1.7932976908248066,0.39794551763835084,tas,tmean_c,tas_c,0.1007013019605791,0.16518528934861595,0.06448398738803686
GISS-E2-1-G,12418,13.446130142796218,11.86919688155691,-1.5769332612393077,-11.727785202823965,1.8916586064948633,2.3788686114973165,0.4893196109903704,tasmin,tmin_c,tasmin_c,0.07892369263680964,0.20991317473810367,0.13098948210129402
GISS-E2-1-G,12418,20.360605624004958,22.94948767326295,2.5888820492579963,12.71515247172083,2.779952661200689,3.296154426576893,0.25418091020775674,tasmax,tmax_c,tasmax_c,0.15571252815721662,0.12045735409121733,-0.03525517406599929
GISS-E2-1-G,12418,78.48741874049715,81.14331868881176,2.655899948314614,3.3838543691898093,7.412049018223128,9.435264902970815,0.5724898451283257,rh,rh_derived_pct,rh_pct,-0.45331520094804933,0.17417963781038454,0.6274948387584338
GISS-E2-1-G,12418,18.958588617734225,20.773512002079958,1.8149233843457315,9.573093340123524,3.259950937214693,4.2503368966683,0.3006208056826017,shortwave,solar_mj_m2,rsds_mj_m2_day,-0.002873918555563225,-0.02321397209507857,-0.020340053539515346
GISS-E2-1-G,12418,31.14497811398399,28.344687535439192,-2.800290578544792,-8.991146400220044,2.8717760899328084,3.13373302813228,0.4376651576444126,longwave,longwave_mj_m2,rlds_mj_m2_day,0.05663920573494642,0.11960313328683414,0.06296392755188772
GISS-E2-1-G,12418,0.8453482250675511,2.7728702253273023,1.927522000259751,228.0151472614406,1.9455768057001877,2.4033483425615936,0.12400639789497091,wind,wind_ms,sfcWind_ms,0.013394066583884399,-0.004009665966806325,-0.017403732550690724
