model,metric,reference,cmip6,difference,relative_difference_pct
GFDL-ESM4,dry_days_lt_1mm_pct,37.84828474794653,43.815429215654696,5.967144467708167,15.765957446808516
GFDL-ESM4,wet_day_mean_mm,8.191842285388477,11.566199440227408,3.374357154838931,41.1916762711321
GFDL-ESM4,annual_precip_mean_mm,1900.8196723894148,2396.2433407606654,495.42366837125064,26.06368587023729
GISS-E2-1-G,days_precip_ge_0.1mm_pct,87.49396038009341,79.22370752133999,-8.270252858753423,-9.452369995398069
GISS-E2-1-G,days_precip_ge_1mm_pct,62.15171525205348,62.304718956353675,0.15300370430019683,0.2461777662606691
GISS-E2-1-G,days_precip_ge_10mm_pct,19.785794813979706,27.991625060396196,8.20583024641649,41.47334147334146
GISS-E2-1-G,days_precip_ge_20mm_pct,3.688194556289257,8.262200032211306,4.574005475922048,124.0174672489083
GISS-E2-1-G,days_precip_ge_50mm_pct,0.08052826542116283,0.08858109196327911,0.008052826542116281,9.999999999999998
GISS-E2-1-G,dry_days_lt_1mm_pct,37.84828474794653,37.695281043646325,-0.15300370430020394,-0.4042553191489218
GISS-E2-1-G,wet_day_mean_mm,8.191842285388477,10.543692225253572,2.3518499398650956,28.70965843739465
GISS-E2-1-G,annual_precip_mean_mm,1900.8196723894148,2428.8116385172348,527.99196612782,27.777067640725257
HadGEM3-GC31-LL,days_precip_ge_0.1mm_pct,87.49396038009341,74.06184570784346,-13.432114672249952,-15.352047860101234
HadGEM3-GC31-LL,days_precip_ge_1mm_pct,62.15171525205348,60.25930101465614,-1.8924142373973396,-3.0448302669085465
HadGEM3-GC31-LL,days_precip_ge_10mm_pct,19.785794813979706,29.09486229666613,9.309067482686423,47.04924704924705
HadGEM3-GC31-LL,days_precip_ge_20mm_pct,3.688194556289257,8.229988726042842,4.541794169753585,123.1441048034935
HadGEM3-GC31-LL,days_precip_ge_50mm_pct,0.08052826542116283,0.12079239813174425,0.04026413271058142,50.00000000000001
HadGEM3-GC31-LL,dry_days_lt_1mm_pct,37.84828474794653,39.740698985343855,1.8924142373973254,4.999999999999997
HadGEM3-GC31-LL,wet_day_mean_mm,8.191842285388477,10.971222054070115,2.779379768681638,33.9286288951037
HadGEM3-GC31-LL,annual_precip_mean_mm,1900.8196723894148,2439.54577321012,538.7261008207051,28.341778478307862
IPSL-CM6A-LR,days_precip_ge_0.1mm_pct,87.49396038009341,79.54582058302464,-7.948139797068777,-9.084215370455599
IPSL-CM6A-LR,days_precip_ge_1mm_pct,62.15171525205348,64.59977452085683,2.4480592688033482,3.9388442601710256
IPSL-CM6A-LR,days_precip_ge_10mm_pct,19.785794813979706,29.39281687872443,9.607022064744726,48.55514855514856
IPSL-CM6A-LR,days_precip_ge_20mm_pct,3.688194556289257,7.609921082299888,3.9217265260106307,106.33187772925768
IPSL-CM6A-LR,days_precip_ge_50mm_pct,0.08052826542116283,0.040264132710581414,-0.040264132710581414,-49.99999999999999
IPSL-CM6A-LR,dry_days_lt_1mm_pct,37.84828474794653,35.400225479143174,-2.4480592688033553,-6.4680851063829925
IPSL-CM6A-LR,wet_day_mean_mm,8.191842285388477,10.349725196977184,2.1578829115887075,26.341851276087837
IPSL-CM6A-LR,annual_precip_mean_mm,1900.8196723894148,2467.008348308815,566.1886759194003,29.786553882182627
MIROC6,days_precip_ge_0.1mm_pct,87.49396038009341,71.17893380576582,-16.31502657432759,-18.647031753336403
MIROC6,days_precip_ge_1mm_pct,62.15171525205348,56.11209534546626,-6.03961990658722,-9.717543405027222
MIROC6,days_precip_ge_10mm_pct,19.785794813979706,28.45063617329683,8.664841359317123,43.7932437932438
MIROC6,days_precip_ge_20mm_pct,3.688194556289257,8.777580930906748,5.08938637461749,137.99126637554585
MIROC6,days_precip_ge_50mm_pct,0.08052826542116283,0.17716218392655822,0.09663391850539539,120.0
MIROC6,dry_days_lt_1mm_pct,37.84828474794653,43.88790465453374,6.0396199065872125,15.957446808510639
MIROC6,wet_day_mean_mm,8.191842285388477,11.634152581654469,3.442310296265992,42.02119836225276
MIROC6,annual_precip_mean_mm,1900.8196723894148,2408.985990867611,508.166318478196,26.73406246050728
MPI-ESM1-2-HR,days_precip_ge_0.1mm_pct,87.49396038009341,71.24335641810275,-16.250603961990663,-18.573400828347914
MPI-ESM1-2-HR,days_precip_ge_1mm_pct,62.15171525205348,59.47817684007086,-2.6735384119826193,-4.301632547292066
MPI-ESM1-2-HR,days_precip_ge_10mm_pct,19.785794813979706,30.230310839104526,10.44451602512482,52.78795278795279
MPI-ESM1-2-HR,days_precip_ge_20mm_pct,3.688194556289257,8.068932195200516,4.380737638911258,118.77729257641923
MPI-ESM1-2-HR,days_precip_ge_50mm_pct,0.08052826542116283,0.09663391850539539,0.016105653084232563,19.999999999999996
MPI-ESM1-2-HR,dry_days_lt_1mm_pct,37.84828474794653,40.52182315992914,2.673538411982612,7.0638297872340585
MPI-ESM1-2-HR,wet_day_mean_mm,8.191842285388477,11.201981610648886,3.0101393252604094,36.74557224605627
MPI-ESM1-2-HR,annual_precip_mean_mm,1900.8196723894148,2454.343101863161,553.5234294737461,29.1202494120835
MRI-ESM2-0,days_precip_ge_0.1mm_pct,87.49396038009341,69.84216459977452,-17.651795780318892,-20.174873446847677
MRI-ESM2-0,days_precip_ge_1mm_pct,62.15171525205348,59.067482686422935,-3.0842325656305434,-4.962425498833905
MRI-ESM2-0,days_precip_ge_10mm_pct,19.785794813979706,29.908197777419876,10.12240296344017,51.15995115995118
MRI-ESM2-0,days_precip_ge_20mm_pct,3.688194556289257,8.262200032211306,4.574005475922048,124.0174672489083
MRI-ESM2-0,days_precip_ge_50mm_pct,0.08052826542116283,0.1449508777580931,0.06442261233693027,80.00000000000001
MRI-ESM2-0,dry_days_lt_1mm_pct,37.84828474794653,40.932517313577065,3.0842325656305363,8.148936170212767
MRI-ESM2-0,wet_day_mean_mm,8.191842285388477,11.378185781204321,3.1863434958158443,38.89654347348974
MRI-ESM2-0,annual_precip_mean_mm,1900.8196723894148,2472.6287437792794,571.8090713898646,30.082236610644667
UKESM1-0-LL,days_precip_ge_0.1mm_pct,87.49396038009341,75.17313577065549,-12.32082460943792,-14.08191440404971
UKESM1-0-LL,days_precip_ge_1mm_pct,62.15171525205348,60.98405540344661,-1.167659848606867,-1.87872505830527
UKESM1-0-LL,days_precip_ge_10mm_pct,19.785794813979706,29.27202448059269,9.486229666612985,47.94464794464797
UKESM1-0-LL,days_precip_ge_20mm_pct,3.688194556289257,8.640682879690772,4.952488323401514,134.27947598253277
UKESM1-0-LL,days_precip_ge_50mm_pct,0.08052826542116283,0.10468674504751167,0.024158479626348844,29.999999999999996
UKESM1-0-LL,dry_days_lt_1mm_pct,37.84828474794653,39.01594459655339,1.16765984860686,3.0851063829787204
UKESM1-0-LL,wet_day_mean_mm,8.191842285388477,11.012774565248701,2.8209322798602248,34.43587146314853
UKESM1-0-LL,annual_precip_mean_mm,1900.8196723894148,2477.8455793330977,577.0259069436829,30.35668850261507
