number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_tpe:relative_params:0,state
0,0.01408849361247,2026-09-14 00:35:15.776190,2026-09-14 00:35:17.101030,0 days 00:00:01.324840,,0.379151644746885,0.6750633534299021,1,13,500,,COMPLETE
1,0.013969895204651443,2026-09-14 00:35:17.187257,2026-09-14 00:35:18.901083,0 days 00:00:01.713826,14.0,0.45285752470126417,0.7594441327180071,1,9,700,,COMPLETE
2,0.013693895515822695,2026-09-14 00:35:18.987475,2026-09-14 00:35:21.490685,0 days 00:00:02.503210,14.0,0.7741706742166508,0.9327408101551357,3,14,1100,,COMPLETE
3,0.013182130940037687,2026-09-14 00:35:21.575920,2026-09-14 00:35:23.280144,0 days 00:00:01.704224,,0.5176890670037724,0.987226127181964,6,10,700,,COMPLETE
4,0.01351085242948027,2026-09-14 00:35:23.368699,2026-09-14 00:35:25.093998,0 days 00:00:01.725299,,0.5358400319517662,0.9231818199574292,4,3,700,"{""max_depth"": null, ""max_features"": 0.5358400319517662, ""max_samples"": 0.9231818199574292, ""min_samples_leaf"": 4, ""min_samples_split"": 3, ""n_estimators"": 700}",COMPLETE
5,0.014024318038563693,2026-09-14 00:35:25.178770,2026-09-14 00:35:26.144731,0 days 00:00:00.965961,,0.7144642639903862,0.7759072058555117,1,3,300,"{""max_depth"": null, ""max_features"": 0.7144642639903862, ""max_samples"": 0.7759072058555117, ""min_samples_leaf"": 1, ""min_samples_split"": 3, ""n_estimators"": 300}",PRUNED
