number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_tpe:relative_params:0,state
0,0.4377448061911145,2026-09-14 00:33:49.138323,2026-09-14 00:33:50.454194,0 days 00:00:01.315871,,0.6823899008251605,0.9024373437910203,4,10,500,,COMPLETE
1,0.44825753034444005,2026-09-14 00:33:50.538718,2026-09-14 00:33:51.439533,0 days 00:00:00.900815,10.0,0.9937716671134973,0.6657228458574078,6,2,300,,COMPLETE
2,0.4434356875996426,2026-09-14 00:33:51.525076,2026-09-14 00:33:52.794618,0 days 00:00:01.269542,,0.3882679709377143,0.8735816674452825,5,13,500,,COMPLETE
3,0.450408199261181,2026-09-14 00:33:52.875738,2026-09-14 00:33:54.525882,0 days 00:00:01.650144,8.0,0.7141464048396091,0.6572946883771915,3,9,700,,COMPLETE
4,0.43425521601759726,2026-09-14 00:33:54.611072,2026-09-14 00:33:57.184530,0 days 00:00:02.573458,,0.485389199562121,0.9915713916134348,4,9,1100,"{""max_depth"": null, ""max_features"": 0.485389199562121, ""max_samples"": 0.9915713916134348, ""min_samples_leaf"": 4, ""min_samples_split"": 9, ""n_estimators"": 1100}",COMPLETE
5,0.43728321042541135,2026-09-14 00:33:57.282390,2026-09-14 00:33:59.849195,0 days 00:00:02.566805,,0.37250005008030873,0.8452499643579693,4,5,1100,"{""max_depth"": null, ""max_features"": 0.37250005008030873, ""max_samples"": 0.8452499643579693, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 1100}",COMPLETE
