number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.02923519744941282,2026-09-14 00:35:35.368392,2026-09-14 00:35:36.168419,0 days 00:00:00.800027,0.9626780517954259,0.7673459741033765,0.37697833975022066,0.0453688084134442,3,0.9425565773559981,800,1.8420181580103896e-06,1.023103447489596,0.927957446998898,,COMPLETE
1,0.030024613387427398,2026-09-14 00:35:36.296685,2026-09-14 00:35:37.020570,0 days 00:00:00.723885,0.7628199345963318,0.04873824451436315,0.059742911038522827,0.04575183340421503,4,4.1850965344675926,650,0.28552621242646364,0.012955960263724744,0.9439558833028879,,COMPLETE
2,0.031161138979310315,2026-09-14 00:35:37.144515,2026-09-14 00:35:38.041143,0 days 00:00:00.896628,0.7178954291188415,0.3499477506518741,0.05070295716246097,0.026978342679621216,5,0.7949039758344608,1150,0.012003958174767088,10.940173605006382,0.8164726350851577,,COMPLETE
3,0.029483757938384106,2026-09-14 00:35:38.162138,2026-09-14 00:35:38.833705,0 days 00:00:00.671567,0.9221236376355229,0.9051897033465671,0.3110534340555782,0.016892147318188697,2,10.081753311093628,400,3.0348759551111773e-05,2.9345104593748883,0.8356041519550121,,COMPLETE
4,0.02950059699228046,2026-09-14 00:35:38.956002,2026-09-14 00:35:39.728205,0 days 00:00:00.772203,0.45245279961254703,0.8876121776202832,0.2408135664876412,0.055806739933423104,2,19.062210418956933,700,8.87685829983003e-05,11.15588835849623,0.9532533717823631,"{""colsample_bytree"": 0.45245279961254703, ""gamma"": 0.8876121776202832, ""huber_slope"": 0.2408135664876412, ""learning_rate"": 0.055806739933423104, ""max_depth"": 2, ""min_child_weight"": 19.062210418956933, ""n_estimators"": 700, ""reg_alpha"": 8.87685829983003e-05, ""reg_lambda"": 11.15588835849623, ""subsample"": 0.9532533717823631}",COMPLETE
5,0.028536750854753188,2026-09-14 00:35:39.847104,2026-09-14 00:35:40.367390,0 days 00:00:00.520286,0.977360360986615,0.6491355759282815,0.3890332424640045,0.053572488610810376,3,0.916693954524428,700,8.00536574350016e-07,4.648449961983314,0.7577443710363589,"{""colsample_bytree"": 0.977360360986615, ""gamma"": 0.6491355759282815, ""huber_slope"": 0.3890332424640045, ""learning_rate"": 0.053572488610810376, ""max_depth"": 3, ""min_child_weight"": 0.916693954524428, ""n_estimators"": 700, ""reg_alpha"": 8.00536574350016e-07, ""reg_lambda"": 4.648449961983314, ""subsample"": 0.7577443710363589}",PRUNED
6,0.029214843248149363,2026-09-14 00:35:40.469787,2026-09-14 00:35:41.139487,0 days 00:00:00.669700,0.6241290092837359,0.2746264987058247,0.7404745386785329,0.04093517012704179,3,0.7770383299466801,550,2.0812998704634205e-07,0.41812613077913974,0.8669050134070473,"{""colsample_bytree"": 0.6241290092837359, ""gamma"": 0.2746264987058247, ""huber_slope"": 0.7404745386785329, ""learning_rate"": 0.04093517012704179, ""max_depth"": 3, ""min_child_weight"": 0.7770383299466801, ""n_estimators"": 550, ""reg_alpha"": 2.0812998704634205e-07, ""reg_lambda"": 0.41812613077913974, ""subsample"": 0.8669050134070473}",COMPLETE
7,0.029324042466729556,2026-09-14 00:35:41.265347,2026-09-14 00:35:41.936540,0 days 00:00:00.671193,0.5525694064391697,0.09265533755473906,0.48558155683669646,0.016342914060265286,2,2.230013303019446,650,1.575623939435454e-07,0.17993036794656153,0.7909925706918628,"{""colsample_bytree"": 0.5525694064391697, ""gamma"": 0.09265533755473906, ""huber_slope"": 0.48558155683669646, ""learning_rate"": 0.016342914060265286, ""max_depth"": 2, ""min_child_weight"": 2.230013303019446, ""n_estimators"": 650, ""reg_alpha"": 1.575623939435454e-07, ""reg_lambda"": 0.17993036794656153, ""subsample"": 0.7909925706918628}",COMPLETE
8,0.028492876508479092,2026-09-14 00:35:42.064292,2026-09-14 00:35:42.449221,0 days 00:00:00.384929,0.5290682301233499,0.43761560431334867,1.3437872689901085,0.09536433322923364,2,0.7166650974077295,300,0.00043539999231082086,0.14811458981518763,0.8654189663165258,"{""colsample_bytree"": 0.5290682301233499, ""gamma"": 0.43761560431334867, ""huber_slope"": 1.3437872689901085, ""learning_rate"": 0.09536433322923364, ""max_depth"": 2, ""min_child_weight"": 0.7166650974077295, ""n_estimators"": 300, ""reg_alpha"": 0.00043539999231082086, ""reg_lambda"": 0.14811458981518763, ""subsample"": 0.8654189663165258}",PRUNED
9,0.029037165737177337,2026-09-14 00:35:42.550953,2026-09-14 00:35:43.046439,0 days 00:00:00.495486,0.628880080522124,0.5027113774728905,0.0727440323442739,0.06174624211684422,4,0.9919580665927421,700,1.2604932428345426e-07,0.6000987575632691,0.9266886241006967,"{""colsample_bytree"": 0.628880080522124, ""gamma"": 0.5027113774728905, ""huber_slope"": 0.0727440323442739, ""learning_rate"": 0.06174624211684422, ""max_depth"": 4, ""min_child_weight"": 0.9919580665927421, ""n_estimators"": 700, ""reg_alpha"": 1.2604932428345426e-07, ""reg_lambda"": 0.6000987575632691, ""subsample"": 0.9266886241006967}",PRUNED
