number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_tpe:relative_params:0,state
0,0.02620317726757675,2026-09-14 00:35:43.173010,2026-09-14 00:35:45.639369,0 days 00:00:02.466359,8,0.6968432882111242,0.7226038295876988,5,2,1100,,COMPLETE
1,0.02560225910687886,2026-09-14 00:35:45.728153,2026-09-14 00:35:47.012020,0 days 00:00:01.283867,8,0.3585590634437883,0.8505952321996939,3,12,500,,COMPLETE
2,0.026163680304339215,2026-09-14 00:35:47.097779,2026-09-14 00:35:48.042727,0 days 00:00:00.944948,10,0.9315398555348567,0.682287888259419,4,9,300,,COMPLETE
3,0.025732782274479695,2026-09-14 00:35:48.128344,2026-09-14 00:35:49.807403,0 days 00:00:01.679059,10,0.5656755219232179,0.6875859214908776,3,9,700,,COMPLETE
4,0.025865303603055344,2026-09-14 00:35:49.889732,2026-09-14 00:35:51.784977,0 days 00:00:01.895245,8,0.3523261783063197,0.9156485380301879,4,11,800,"{""max_depth"": 8, ""max_features"": 0.3523261783063197, ""max_samples"": 0.9156485380301879, ""min_samples_leaf"": 4, ""min_samples_split"": 11, ""n_estimators"": 800}",COMPLETE
5,0.02566252507263385,2026-09-14 00:35:51.874001,2026-09-14 00:35:52.507598,0 days 00:00:00.633597,8,0.8891190517120667,0.978102960715369,2,13,300,"{""max_depth"": 8, ""max_features"": 0.8891190517120667, ""max_samples"": 0.978102960715369, ""min_samples_leaf"": 2, ""min_samples_split"": 13, ""n_estimators"": 300}",PRUNED
