number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_tpe:relative_params:0,state
0,0.21220354860091103,2026-09-14 00:34:17.381154,2026-09-14 00:34:19.327427,0 days 00:00:01.946273,,0.9001281465856579,0.9373306815039995,2,5,800,,COMPLETE
1,0.22183730421900869,2026-09-14 00:34:19.417039,2026-09-14 00:34:20.755817,0 days 00:00:01.338778,,0.6453634768519323,0.9711776555252405,6,3,500,,COMPLETE
2,0.21804483383169104,2026-09-14 00:34:20.838515,2026-09-14 00:34:22.172668,0 days 00:00:01.334153,4.0,0.8940784080097943,0.7269223435054679,1,6,500,,COMPLETE
3,0.21613674926171678,2026-09-14 00:34:22.259855,2026-09-14 00:34:24.927725,0 days 00:00:02.667870,14.0,0.4853864559219563,0.7352494751131492,1,10,1200,,COMPLETE
4,0.21986463994523206,2026-09-14 00:34:25.010750,2026-09-14 00:34:27.722661,0 days 00:00:02.711911,,0.8464036940799574,0.8947368381040541,5,11,1200,"{""max_depth"": null, ""max_features"": 0.8464036940799574, ""max_samples"": 0.8947368381040541, ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 1200}",COMPLETE
5,0.21132860612939244,2026-09-14 00:34:27.804100,2026-09-14 00:34:29.134251,0 days 00:00:01.330151,,0.3839543805056822,0.9277534277480014,2,4,500,"{""max_depth"": null, ""max_features"": 0.3839543805056822, ""max_samples"": 0.9277534277480014, ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 500}",COMPLETE
