version,n,mae,rmse,bias,r2_nse,pearson_r,skill_vs_baseline_mae,skill_vs_monthly_climatology
72F_RAW,29,1.738672803278351,3.020041468477789,-1.7286362987946076,0.03119409105195292,0.8417649255888695,-0.05392840591672843,0.09912650237732401
72F_CORRECTED_LINEAR,29,1.4507982739990135,2.738450530367439,-1.3646178599168224,0.20343583287364198,0.8417649255888691,0.12057201945101592,0.24828540886010952
BASELINE_91F,29,1.6497067481220586,2.9173696556877378,-1.6269897813812022,0.0959470051954684,0.8576365976587688,0.0,0.14522324992362456
