model,n,mae,rmse,bias,r2_nse,pearson_r,highflow_threshold_q75_validation,highflow_mae,skill_vs_baseline_mae,mae_change_vs_baseline_pct,climatology_mae_reference,skill_vs_monthly_climatology,accepted_under_rule
FUTURE_COMPATIBLE_72F,29,1.738672803278351,3.020041468477789,-1.7286362987946076,0.03119409105195292,0.8417649255888693,4.4058,4.894306834070439,-0.05392840591672843,5.392840591672834,1.9299855172413793,0.09912650237732401,False
BASELINE_HISTORICO_91F,29,1.6497067481220586,2.9173696556877378,-1.6269897813812022,0.0959470051954684,0.8576365976587688,4.4058,4.736170100779578,0.0,0.0,1.9299855172413793,0.14522324992362456,True
