tributario,feature,clasificacion,importance_normalized,feature_source
Tzununa,precip_api_hl60d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,tmean_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,tmin_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,tmax_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,rh_pct_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,wind_ms_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,solar_mj_m2_sum_7d,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,precip_recent_ratio_7_30,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
Tzununa,precip_recent_ratio_14_60,COMPATIBLE_PROBABLE,,config:root.river_models.Tzununa.dev_features
La_Catarata,precip_difference_mm,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_abs_difference_mm,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_ratio_chirps_era,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,solar_mj_m2_sum_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmean_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmin_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmax_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wind_ms_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,rh_pct_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_difference_mm_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_abs_difference_mm_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_ratio_chirps_era_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_source_ratio_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,solar_mj_m2_sum_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmean_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmin_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmax_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wind_ms_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,rh_pct_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_difference_mm_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_abs_difference_mm_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_ratio_chirps_era_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_source_ratio_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,solar_mj_m2_sum_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmean_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmin_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmax_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wind_ms_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,rh_pct_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_difference_mm_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_abs_difference_mm_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_ratio_chirps_era_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_source_ratio_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,solar_mj_m2_sum_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmean_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmin_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmax_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wind_ms_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,rh_pct_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_difference_mm_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_abs_difference_mm_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_ratio_chirps_era_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_source_ratio_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_consensus_mm,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,sin_doy_h1_q,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,cos_doy_h1_q,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,sin_doy_h2_q,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,cos_doy_h2_q,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_prev1d_mm,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_3d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_3d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_14d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_14d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_sum_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_max1d_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wet_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy10_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,heavy25_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_api_hl7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_api_hl15d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_api_hl30d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_api_hl60d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmean_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmin_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,tmax_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,rh_pct_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,wind_ms_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,solar_mj_m2_sum_7d,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_recent_ratio_7_30,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
La_Catarata,precip_recent_ratio_14_60,COMPATIBLE_PROBABLE,,config:root.river_models.La_Catarata.dev_features
San_Buenaventura,precip_difference_mm,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_abs_difference_mm,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_ratio_chirps_era,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,solar_mj_m2_sum_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmean_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmin_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmax_c_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wind_ms_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,rh_pct_mean_10d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_difference_mm_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_abs_difference_mm_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_ratio_chirps_era_mean_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_source_ratio_10d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,solar_mj_m2_sum_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmean_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmin_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmax_c_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wind_ms_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,rh_pct_mean_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_difference_mm_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_abs_difference_mm_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_ratio_chirps_era_mean_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_source_ratio_30d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,solar_mj_m2_sum_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmean_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmin_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmax_c_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wind_ms_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,rh_pct_mean_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_difference_mm_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_abs_difference_mm_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_ratio_chirps_era_mean_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_source_ratio_60d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,solar_mj_m2_sum_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmean_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmin_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmax_c_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wind_ms_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,rh_pct_mean_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_difference_mm_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_abs_difference_mm_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_ratio_chirps_era_mean_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_source_ratio_90d,BLOQUEADA_CROSS_SOURCE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_consensus_mm,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,sin_doy_h1_q,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,cos_doy_h1_q,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,sin_doy_h2_q,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,cos_doy_h2_q,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_prev1d_mm,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_3d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_3d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_3d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_14d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_14d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_14d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_sum_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_max1d_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wet_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy10_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,heavy25_days_90d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_api_hl7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_api_hl15d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_api_hl30d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_api_hl60d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmean_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmin_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,tmax_c_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,rh_pct_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,wind_ms_mean_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,solar_mj_m2_sum_7d,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_recent_ratio_7_30,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
San_Buenaventura,precip_recent_ratio_14_60,COMPATIBLE_PROBABLE,,config:root.river_models.San_Buenaventura.dev_features
