system:index,cloud_dataset,end_date,export_crs,export_scale_m,interpretation,jrc_envelope_buffer_m,minimum_valid_months,mndwi_threshold,mndwi_threshold_source,ndwi_min,occurrence_inner_pct,occurrence_outer_pct,occurrence_reference_pct,pixel_cloud_probability_max_pct,processing_step,satellite,scene_cloud_max_pct,start_date,.geo
0,Sentinel-2 Cloud Probability,2026-09-01,EPSG:32615,20,Modern multitemporal shoreline diagnostic; not bathymetry and not vertical datum,500,12,-0.014641734574419947,Otsu calculated in PASO 16A1 v3,-0.1,80,20,50,40,16A1_v5,Sentinel-2 SR Harmonized,70,2024-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
